en_wiki,requests,occupation,logvar
Billy_Crystal,26977,singer,0.1800157852462791
Fiona_Apple,26959,"singer-songwriter,singer,composer,pianist,songwriter,jazz musician",0.18463240183824722
Bridgit_Mendler,26913,"singer,songwriter",0.12531350831501267
Tom_DeLonge,26891,"guitarist,singer,songwriter,singer-songwriter",0.13761978515782497
Mac_DeMarco,26881,"music artist,singer",0.13550157766818713
Bernadette_Peters,26873,singer,0.23067945870855172
Michelle_Phillips,26864,"singer,singer-songwriter",0.17551079037466194
Gerard_Way,26721,"singer,singer-songwriter,musician,composer",0.10989941798449132
Bryan_Ferry,26692,"singer-songwriter,musician,songwriter",0.17686724740322116
Marian_Anderson,26679,"musician,opera singer",1.0776518204275374
Ti%C3%ABsto,26643,"disc jockey,record producer,songwriter",0.0961142139780029
Nat_Wolff,26639,"singer,singer-songwriter",0.11077200929499846
John_Fogerty,26632,"singer,singer-songwriter,songwriter,composer",0.17898510981185983
Brenda_K._Starr,26545,"singer-songwriter,musician,singer,composer",0.9188757778614376
Kirk_Hammett,26541,"guitarist,musician",0.14665021097943118
Varg_Vikernes,26531,"singer,composer,musician",0.14325385105907598
Zakk_Wylde,26527,"guitarist,bajista,musician",0.1958177448532746
Keith_Carradine,26525,singer,0.1881380270180351
Ryan_Tedder,26470,"record producer,singer,singer-songwriter,pianist,musician,songwriter,composer",0.20120104715681267
Ed_Westwick,26466,singer-songwriter,0.11037665872587603
Schoolboy_Q,26394,"songwriter,rapper",0.14588135314419348
Sammy_Hagar,26276,"singer,singer-songwriter,musician,guitarist,composer",0.3131177780766899
Kim_Hyun-joong,26273,"singer,musician",0.06699146586169093
Torrey_DeVitto,26251,violinist,0.15525686515199463
Yo_Yo_Honey_Singh,26241,"rapper,singer,record producer",0.32067488418197865
Billy_Corgan,26236,"guitarist,singer,singer-songwriter,songwriter",0.15434789129328222
Bernie_Taupin,26236,"musician,composer,singer-songwriter",0.38532297456600634
Yanni,26228,"pianist,composer",0.15055024705426237
Flying_Lotus,26204,"musician,disc jockey,rapper",0.1600651623199053
Junkie_XL,26204,"record producer,club DJ,composer",0.22046458572530228
Jello_Biafra,26195,singer,0.5273636813446296
The-Dream,26155,singer-songwriter,0.3839210322932631
Jessie_Buckley,26139,singer,0.7838405300593989
Davy_Jones_(musician),26096,"singer-songwriter,musician",0.42103939979232247
Zedd_(musician),26093,"disc jockey,record producer",0.12324395784205808
EXID,26091,singer,0.0585416731801783
Mike_Judge,26086,composer,0.20292836709567375
Flavor_Flav,26051,"rapper,musician",0.26350237292543893
T-Pain,26024,"singer,music producer,rapper,singer-songwriter",0.18922140581711272
YG_(rapper),25978,rapper,0.15615797309854176
David_Draiman,25978,"singer-songwriter,musician,singer,songwriter",0.16131094591280615
Cole_Porter,25941,"composer,musician",0.24690297604980288
Jason_Newsted,25867,"bassist,singer,musician",0.1477224952435879
Lindsey_Buckingham,25838,"guitarist,singer,composer,record producer,singer-songwriter",0.17332826488822176
Ludovico_Einaudi,25824,"pianist,composer",0.22039342240863444
Master_P,25767,"record producer,musician,rapper",0.23568017886891413
Peter_Frampton,25757,"guitarist,singer,musician",0.1799388364283817
BJ_the_Chicago_Kid,25751,"songwriter,singer-songwriter",0.44093218577212
Shannyn_Sossamon,25734,musician,0.1673259151905798
Cliff_Richard,25722,singer,0.13395752402631136
Leonard_Bernstein,25644,"conductor,pianist,composer,jazz musician",0.1550017978252628
Sabrina_Carpenter,25643,singer,0.17198360259247203
Ian_Curtis,25624,"singer,composer,musician,songwriter,singer-songwriter",0.13407897047440814
Rajesh_Khanna,25609,singer,0.20073269849299508
Jean_Michel_Jarre,25596,"composer,musician",0.17091018816639114
Black_(singer),25579,"singer,singer-songwriter,musician",0.4641440005747001
Kevin_Parker_(musician),25572,singer,0.16912465499575502
Steve_Aoki,25560,"club DJ,disc jockey",0.11421855285286327
Chester_Bennington,25550,"singer-songwriter,singer,musician",0.11425885794161048
Dorothy_Dandridge,25486,singer,0.4431650452022593
Nusrat_Fateh_Ali_Khan,25465,"singer,musician,composer",0.22618185076160638
CeeLo_Green,25441,"singer,singer-songwriter,composer",0.12510790921852233
Lev_Vygotsky,25420,musician,0.15497105648403617
Ashlee_Simpson,25366,"singer,singer-songwriter",0.13604984339398712
Laura_Branigan,25262,singer,0.13607109796328037
Tech_N9ne,25232,rapper,0.17346467340985705
Amaal_Mallik,25189,composer,0.317873810346625
Will_Champion,25183,"drummer,singer",0.38289314717215694
Ri_Sol-ju,25175,singer,0.2687985266767224
Marcus_Mumford,25153,"singer,songwriter",0.14366058025765535
Merle_Haggard,25132,"singer,singer-songwriter",0.3365311783997775
Michael_Hutchence,25115,"singer,musician",0.12130086396777257
Nick_Drake,25093,"singer-songwriter,songwriter,guitarist,composer",0.1343410593727167
Chanel_West_Coast,25033,rapper,0.3555704926697586
Paul_Anka,25023,"singer-songwriter,singer,composer,songwriter,musician",0.13763629990028067
Chris_Daughtry,25008,"guitarist,singer-songwriter,singer,musician",0.5184891607584478
Shel_Silverstein,24993,"composer,singer,musician,songwriter",0.3434905473259277
Robert_Schumann,24969,"composer,pianist,conductor",0.13673701824391526
Fr%C3%A9d%C3%A9ric_Prinz_von_Anhalt,24961,musician,1.0503486746866166
Giacomo_Puccini,24957,composer,0.19722083486649353
Gustav_Mahler,24932,"conductor,composer",0.15344057276272507
Amy_Jo_Johnson,24926,singer,0.20919194015242204
Andy_Gibb,24884,"singer,musician",0.17128125398497268
DJ_Mustard,24866,"record producer,disc jockey",0.1390621276345021
Lauren_Alaina,24861,"singer,singer-songwriter",0.9012698171094127
Hyuna,24839,"singer,songwriter",0.06638462423877614
Antonio_Salieri,24818,"composer,conductor",0.1499252802531888
Linda_McCartney,24768,"singer,musician",0.17505099143447322
Marc_Bolan,24758,"guitarist,singer-songwriter,singer",0.16093151857280855
Thomas_Rhett,24756,"singer,singer-songwriter",0.5171079345733909
Sara_Bareilles,24739,"singer,pianist,singer-songwriter,composer,musician",0.1582179230596107
Jamie_Lynn_Spears,24733,"singer,musician",0.16472257832273715
Riz_Ahmed,24709,"rapper,musician",0.21142504031903261
Giorgio_Moroder,24663,"composer,disc jockey",0.11492683071351446
PartyNextDoor,24622,singer,0.2795146810384428
Professor_Green,24583,singer-songwriter,0.8056112232097415
George_Strait,24518,"singer,musician",0.39139111270912547
Yngwie_Malmsteen,24509,"singer,guitarist",0.1350026175154359
Belinda_Carlisle,24461,"singer,musician",0.125347759944679
Olly_Alexander,24453,musician,0.21540375693492092
Hildegard_of_Bingen,24439,composer,0.20529574641169726
Waka_Flocka_Flame,24432,"singer,rapper",0.21678962183422054
Scotty_McCreery,24404,singer,0.6020021430388833
Im_Yoona,24393,singer,0.06012313469260879
John_Cho,24366,"singer,musician",0.11399859403088579
Mike_Shinoda,24360,"record producer,guitarist,singer,pianist,musician,singer-songwriter,composer",0.0855926175258669
Mike_Love,24334,"singer-songwriter,composer,singer,musician",0.28733787804276656
John_Cage,24323,"composer,musician",0.147880941968565
John_Cale,24317,"singer-songwriter,record producer,composer,singer,violist,pianist,guitarist,keyboardist,musician,bassist,songwriter,music arranger,experimental musician",0.22919476730793772
Robert_Burns,24308,songwriter,0.22963647112561567
Rick_Springfield,24271,"musician,singer-songwriter,singer",0.3129671654946494
Joss_Stone,24251,"singer-songwriter,singer,musician",0.11986537791141949
Michiel_Huisman,24248,musician,0.14172943676485017
Drew_Carey,24243,singer,0.22971260508476407
Celia_Cruz,24243,singer,0.6075298278721847
Barry_White,24204,"singer,singer-songwriter,bandleader,composer,conductor",0.13812160192821035
Jordan_Smith_(musician),24163,singer,0.12447384841607449
Merv_Griffin,24124,singer,0.5788093631648532
Amanda_Palmer,24112,"singer,composer,pianist,musician",0.1862211621639126
Michael_Bolton,24071,"singer,musician,songwriter,singer-songwriter",0.12704562506644904
Alan_Arkin,24063,"musician,singer",0.12702317753431538
Rhona_Mitra,24059,"singer,songwriter",0.12183262520707312
Rebecca_Black,24047,singer,0.13693794673081425
Thelonious_Monk,24014,"pianist,composer,jazz musician,musician",0.19053351241816377
Anton_LaVey,24005,musician,0.10931198562024043
Smokey_Robinson,24005,"singer,singer-songwriter,songwriter,musician",0.2964525163059183
Ron_Killings,23947,rapper,0.21791956176501026
Mike_Oldfield,23927,"composer,guitarist",0.20652923501369322
Ha_Ji-won,23909,singer,0.09847819427705512
Eugene_Levy,23908,musician,0.17265594195020728
Jo_Beth_Taylor,23895,singer,1.184125638024575
Liam_Gallagher,23865,"singer,songwriter,singer-songwriter,musician",0.14649302332276654
Lil_Eazy-E,23854,rapper,0.13706408535378528
Cybill_Shepherd,23853,singer,0.22883466857799745
Jemaine_Clement,23838,singer,0.15338715566353112
Brandon_Flowers,23828,"singer,songwriter,musician,composer",0.1303503776571526
Grey_DeLisle,23821,"singer,singer-songwriter,composer",0.16742344803532366
Ryuichi_Sakamoto,23813,"composer,musician",0.15632975127928192
Edward_Furlong,23803,singer,0.15373340540398
Chou_Tzu-yu,23786,singer,0.25746882193425324
Fantasia_Barrino,23785,"singer,musician",0.44707874422446986
Arden_Cho,23754,singer,0.21247353644709674
Chad_Gilbert,23753,musician,0.8211903584077562
Stephen_Sondheim,23748,"composer,songwriter",0.22083847697065537
Ginger_Baker,23734,"drummer,jazz musician,musician,songwriter",0.22396113561540631
Jay_Chou,23729,singer,0.0852110468195492
Allyn_Ann_McLerie,23709,singer,1.7584400589266644
Jasmine_Thompson,23692,"songwriter,singer",0.14798131376440699
Pat_Benatar,23686,"singer,composer",0.20195418586569794
Eva_Cassidy,23660,"singer,jazz musician",0.2882009842246869
Patty_Duke,23633,singer,0.3100195479745152
Kishore_Kumar,23632,"singer,composer,yodeler",0.286478787663291
Telly_Savalas,23623,singer,0.16193653574027927
Jack_Benny,23546,violinist,0.41922443572009
Scott_Joplin,23531,"pianist,composer,bajista",0.4757332738512752
David_Crosby,23518,"guitarist,singer-songwriter,singer,musician,songwriter",0.1773674143796947
Dizzy_Gillespie,23490,"pianist,composer,trumpeter,bandleader,conductor,jazz musician",0.3005140527246946
Trey_Songz,23480,singer,0.1422802498713641
Jerry_Lawler,23468,musician,0.14578216947138217
Nadia_Ali,23427,"singer,singer-songwriter,composer",0.6097346439393052
Sergio_Leone,23403,composer,0.17498615934577966
John_Lithgow,23402,musician,0.1411262884775665
Django_Reinhardt,23364,"guitarist,composer,bajista,jazz musician",0.15721495999897012
Juicy_J,23336,"rapper,record producer,songwriter",0.16675556679603631
Tom_Kenny,23329,"singer,musician",0.19381227404468077
Bonnie_Tyler,23306,singer,0.12219260595970673
Serge_Gainsbourg,23281,"composer,singer,singer-songwriter,pianist,songwriter,jazz musician",0.16074655418432748
Boosie_Badazz,23266,"musician,rapper",0.33529575428522707
Patrick_Stump,23213,"guitarist,singer,musician,record producer",0.12952848466732528
Buddy_Rich,23155,"drummer,bandleader,composer,conductor,jazz musician",0.12960122275788657
Richard_Marx,23135,"musician,songwriter,singer-songwriter,composer",0.2330716710798814
David_Cassidy,23077,"singer,composer,musician,singer-songwriter",0.20233235131222146
Jim_Sturgess,23054,"singer,songwriter",0.13109510048618622
Robert_Smith_(musician),23049,"singer-songwriter,guitarist",0.13511204344021419
Sharon_Osbourne,23037,musician,0.16192693666053956
Eric_Burdon,23034,"singer,songwriter,singer-songwriter",0.12499650258825942
Vangelis,23025,composer,0.16112543400876692
Noah_%2240%22_Shebib,23016,record producer,0.23863333581327284
Robert_Palmer_(singer),23015,"musician,singer-songwriter",0.16735472740767718
Jim_Belushi,22996,"singer,composer",0.17911537881069076
Alicia_Witt,22976,"singer,pianist",0.28634375940217116
Rob_Thomas_(musician),22943,singer-songwriter,0.2301215009296355
Xzibit,22870,rapper,0.10708367542148944
Jane_Birkin,22851,singer,0.16684095007911615
Michelle_Williams_(singer),22841,"singer,singer-songwriter,composer,musician",0.2716899106197861
Peter_Cetera,22823,"singer,songwriter,singer-songwriter,musician",0.2395229413003927
Berry_Gordy,22816,"record producer,musician",0.24197225800424063
Orlando_Brown_(actor),22769,singer,1.0031125662821414
Cameron_Dallas,22745,singer,0.17031487548324326
Jeff_Bhasker,22745,singer,0.575715539774635
Joe_Strummer,22726,"singer-songwriter,guitarist",0.16884171180394128
Mike_Portnoy,22714,"drummer,musician,singer,record producer",0.13778006054189157
Michael_Nesmith,22701,"musician,singer",0.4071398166399289
Questlove,22637,"drummer,disc jockey,musician",0.21193928129499823
Jack_Kevorkian,22633,"composer,jazz musician",0.22093176062581332
Suzi_Quatro,22622,"guitarist,singer,singer-songwriter,musician",0.12779805692568333
George_Sanders,22619,"songwriter,composer",0.34186953094747147
Babyface_(musician),22603,"record producer,singer-songwriter,musician",0.18039547465683162
Amy_Grant,22561,"singer,songwriter",0.33867697455221024
Minnie_Riperton,22560,"singer,singer-songwriter",0.21629102313724138
Jay_Electronica,22509,"musician,rapper",0.5089077690501338
Rory_Lee_Feek,22502,singer-songwriter,0.839428515962025
Sebastian_Bach,22496,singer,0.15576344765797545
John_Deacon,22479,"bassist,songwriter,guitarist",0.11548796721140793
Fred_Durst,22474,"singer-songwriter,singer,rapper,musician",0.14867566639629712
Vince_Gill,22423,"singer-songwriter,singer,musician,mandolinist",0.3487060901320326
Sandara_Park,22410,singer,0.07496524073241413
Graham_Nash,22399,"singer-songwriter,guitarist",0.35309996373736213
Marianne_Faithfull,22396,singer,0.1473977673624473
Lulu_(singer),22388,singer,0.3191405262584035
Emmylou_Harris,22374,"singer,singer-songwriter,guitarist",0.17985184396154846
Lana_(wrestling),22368,singer,0.13262943620326903
Ricky_Wilson_(English_singer),22354,"singer-songwriter,musician",0.45786041526700594
LeAnn_Rimes,22342,singer,0.18342782229537427
Birdman_(rapper),22340,"rapper,record producer",0.1294643603433918
Kenny_G,22322,"saxophonist,composer,jazz musician",0.17767284233120745
Bo_Diddley,22321,"guitarist,singer,singer-songwriter,composer",0.2568423141097533
Barbara_Eden,22314,singer,0.2650515336675441
Parker_Posey,22309,"singer,mandolinist",0.14692676617294326
George_Ezra,22291,"singer,composer",0.13537954498989482
Tatyana_Ali,22269,singer,0.20650579868115884
Bill_Wyman,22255,guitarist,0.19073096325946104
Sister_Rosetta_Tharpe,22242,"musician,singer,guitarist",0.3979588836434961
Michael_Stipe,22229,"singer-songwriter,musician,composer,record producer",0.16330930805645605
Susanna_Hoffs,22200,"singer-songwriter,musician",0.15232301978681867
Jeremih,22173,"singer-songwriter,record producer,rapper",0.15384508547589906
Eric_Prydz,22150,"club DJ,disc jockey",0.22580837742975343
D.O._(singer),22113,singer,0.08330285747612173
Billy_Ray_Cyrus,22111,"singer,singer-songwriter,musician",0.11364117419166561
Clint_Walker,22064,singer,0.5201942550376534
Francesco_Yates,22019,musician,0.14465134925022982
Neha_Kakkar,22005,singer,0.3940173211197138
Fleur_East,22004,singer,0.3543101950283611
Ross_Lynch,21989,"singer-songwriter,musician",0.18235746037789713
Ronnie_Van_Zant,21985,"singer,singer-songwriter,musician,composer",0.24218385638894074
Matt_Bellamy,21982,"guitarist,singer,pianist,composer,musician",0.21006293638331391
Big_L,21946,"musician,rapper",0.27591058627149784
Chet_Faker,21939,singer,0.12793451853646556
Brent_Spiner,21935,musician,0.2462518585929746
Aly_Michalka,21933,"singer,singer-songwriter,composer,guitarist,musician",0.15450681546855896
Maurice_Ravel,21929,"composer,conductor,pianist,jazz musician",0.1411965559420884
Roger_Daltrey,21925,"singer,singer-songwriter,guitarist",0.15925803375330783
Don_McLean,21914,"singer-songwriter,singer,composer,bajista,songwriter,guitarist",0.2531779030235213
Dionne_Warwick,21910,"singer,musician",0.1278149697320927
Glenn_Miller,21889,"jazz musician,bandleader,composer,music arranger,conductor,musician",0.20680382306288814
Joel_Madden,21871,"singer,musician",0.16396375005638741
Twiggy,21849,singer,0.15743285510720917
Tamar_Braxton,21840,"singer-songwriter,composer,musician",0.2503988412309999
Hwang_Jung-eum,21834,singer,0.11475510622224551
Heidi_Montag,21832,"singer,musician",0.17415825939869062
Grace_Hightower,21829,singer,0.18394594325648642
Sarah_McLachlan,21807,"singer,pianist,musician,guitarist",0.19045925885745674
Sky_Ferreira,21805,"singer-songwriter,singer,composer",0.18049560110134633
Nate_Ruess,21802,singer-songwriter,0.1541124080549054
Billy_Gibbons,21797,guitarist,0.18659921713643432
Randy_Newman,21794,"singer-songwriter,singer,composer,conductor,musician",0.17179383000866846
John_Lydon,21791,singer-songwriter,0.18315972259461807
Young_Jeezy,21791,rapper,0.17153198624015775
Soulja_Boy,21768,"musician,rapper",0.14194880555236275
M%C3%BDa,21742,"singer,singer-songwriter,composer,songwriter,musician",0.2301783822876209
Denis_Leary,21734,composer,0.12062389619023181
Sarah_Brightman,21733,"singer,singer-songwriter,opera singer",0.11679627664776505
Yo-Yo_Ma,21687,"violinist,cellist,musician,composer",0.16832348715707252
Fela_Kuti,21685,"musician,saxophonist,bandleader",0.15120287908636695
Passenger_(singer),21662,"musician,singer-songwriter",0.10377977335836516
Gordon_Lightfoot,21656,"singer-songwriter,musician",0.25763094840123013
Robert_Fripp,21655,"guitarist,composer",0.16949232032023212
Oliver_Sykes,21633,singer,0.2927669793087236
Phil_Lynott,21622,"bassist,singer,musician",0.21091613509131313
Steven_Pasquale,21621,singer,0.48721680527218647
Ian_Watkins_(Lostprophets),21612,singer,0.19238659742784509
Joey_Badass,21542,rapper,0.1882733696684295
Bebe_Buell,21538,singer-songwriter,0.17739785351279297
Susan_Moonsie,21535,singer,1.895837134587816
Adam_Yauch,21514,"musician,singer",0.1620143702888468
Gil_Scott-Heron,21495,"singer,composer",0.2059241404766362
Kenny_Loggins,21488,"singer-songwriter,guitarist",0.14990271838253386
Meg_White,21480,musician,0.14509201333321836
Anni-Frid_Lyngstad,21461,singer,0.14890816756457462
Amelia_Warner,21456,singer,0.11034076726986924
Thal%C3%ADa,21448,singer,0.1717440395409461
Kathy_Griffin,21446,singer,0.13524968725467254
Alyson_Stoner,21443,singer,0.14695654701408978
Dej_Loaf,21423,rapper,0.2765852320152727
Pat_Smear,21420,"guitarist,singer-songwriter",0.296114691052585
Delta_Goodrem,21405,"singer,musician",0.10784459138458412
Jesse_Hughes_(musician),21398,"guitarist,singer,musician",0.8448164635622648
Kellie_Pickler,21393,singer,0.5251911563053675
Jimmy_Buffett,21393,"singer,musician,singer-songwriter",0.30630348424081555
Imogen_Heap,21372,"singer-songwriter,singer",0.21258427018617573
Thomas_Bangalter,21367,"disc jockey,singer,guitarist,composer",0.14990063854054722
Jason_Mraz,21348,"singer-songwriter,musician,singer",0.08368398101697845
Sergei_Prokofiev,21325,"composer,pianist,conductor",0.1622847186609586
Glenn_Danzig,21298,"singer,musician",0.2601276683763886
Julian_Casablancas,21294,"singer,songwriter,singer-songwriter",0.11875174508632126
Jon_Lovitz,21293,singer,0.22109100646711502
Vance_Joy,21284,"singer,songwriter",0.17144254334900416
James_Righton,21283,musician,0.12105728522726553
Tinie_Tempah,21254,rapper,0.30362935507336525
Izzy_Stradlin,21251,"guitarist,singer-songwriter,composer",0.2534679044655184
Jessica_Lucas,21249,singer,0.1367184907522798
James_Blake_(musician),21210,"singer,musician,record producer,disc jockey,singer-songwriter,composer",0.23569332375142094
Pete_Seeger,21178,"singer,bajista,singer-songwriter,guitarist",0.224364429460945
Warren_Zevon,21177,"singer,songwriter,singer-songwriter",0.20708250088797417
Joseph_Simmons,21165,rapper,0.3414760152475529
Maria_Kanellis,21152,singer,0.14422816522205303
Carol_Channing,21139,musician,0.4377792083443985
Kurt_Vile,21136,"singer-songwriter,guitarist",0.2704702498348385
George_Martin,21136,"record producer,composer,conductor",0.15321481596098763
Chip_(rapper),21124,rapper,1.163982618481162
Steven_Strait,21115,singer,0.2095164807087119
Mike_Patton,21104,"singer-songwriter,jazz musician",0.12816974773703718
Ace_Frehley,21097,"guitarist,songwriter",0.17300798287831787
Carl_Wilson,21096,musician,0.2787074510045572
Erik_Satie,21094,"composer,pianist",0.15288426591917492
Yelawolf,21088,rapper,0.11715852227769152
Tricky_(musician),21087,musician,0.22538488191636938
Matthew_Morrison,21082,"singer,composer,musician",0.2985111155433504
Hayley_Mills,21071,singer,0.26553616351349074
Maureen_McCormick,21052,singer,0.3715042962072759
The_Underdogs_(production_team),21050,"record producer,jazz musician",0.21120413514660114
T.O.P_(singer),21040,"singer,composer",0.09255802468366074
Chuck_Lorre,21036,composer,0.1385351321192916
Maria_Callas,21011,"opera singer,singer,composer",0.1326715601709707
Jamie-Lynn_Sigler,21004,singer,0.2335694311272804
Guy-Manuel_de_Homem-Christo,20996,"musician,composer",0.14941376069500195
Ana_Gasteyer,20949,singer,0.7342080193276248
Big_Pun,20946,musician,0.23128028773512865
Neil_Peart,20932,"drummer,composer,jazz musician",0.24431145259539627
ASAP_Ferg,20916,rapper,0.15417269537263437
Warren_G,20915,"rapper,record producer",0.11136978448818255
Benny_Blanco,20899,songwriter,0.1329636619990681
Joey_Jordison,20895,"guitarist,musician,record producer",0.12795323184839644
Atif_Aslam,20894,"singer,songwriter",0.2759248815663722
Hopsin,20871,rapper,0.155063037457034
Jang_Keun-suk,20819,singer,0.06706980741059967
Inna,20777,singer,0.16859886097514476
Juice_Newton,20761,"musician,singer",0.5331907957884512
Wonder_Girls,20727,singer,0.07739565037427858
Satyajit_Ray,20706,composer,0.1966731860257496
Andy_Lau,20698,singer,0.07137421302979428
Darren_Criss,20697,"singer-songwriter,musician",0.1458094135663857
Brad_Paisley,20693,"singer,singer-songwriter,composer",0.2047822372040283
Jaco_Pastorius,20688,"bassist,composer,jazz musician",0.15675427458193025
Jim_Varney,20683,musician,0.4213068618005796
Burt_Bacharach,20679,"pianist,composer,songwriter",0.16618497030070264
Steven_Adler,20672,"musician,drummer,songwriter",0.29169212674926165
Julio_Iglesias,20667,"singer,musician",0.13011691513307455
Sophie_Winkleman,20667,singer,0.5541135286217143
Olly_Murs,20649,"composer,singer,musician",0.19229981643756436
Sondra_Locke,20616,singer,0.3373981570215637
Tiny_Tim_(musician),20610,"musician,singer,composer",0.19896036913800758
Bryan_Greenberg,20607,"singer-songwriter,musician,composer",0.2957593211538496
Gary_Glitter,20605,"singer,singer-songwriter,musician",0.15283103429878592
Duffy_(singer),20597,"singer,songwriter,composer",0.18077138572840454
Gioachino_Rossini,20581,composer,0.3216283714319482
Samantha_Fox,20578,singer,0.13332868974482553
Joel_Grey,20548,singer,0.5625889393245067
Isabelle_Adjani,20514,singer,0.16107540132670337
Harry_Dean_Stanton,20497,"singer,musician",0.19206819813004103
Wes_Scantlin,20467,"singer-songwriter,singer,composer",1.1508272126134014
Charlie_Watts,20452,"drummer,jazz musician",0.1893804761771377
Jerome_Flynn,20411,musician,0.1341105034792455
Bret_Michaels,20392,"singer,musician,singer-songwriter,composer",0.34189921994093997
Melora_Hardin,20391,singer,0.18982314441843087
Caroline_Shaw,20381,composer,1.818607576667087
Rich_Homie_Quan,20373,rapper,0.21464294227590083
Geddy_Lee,20341,"singer,bassist,keyboardist,musician",0.26357074736459135
Benny_Goodman,20321,"composer,conductor,bandleader,clarinetist,jazz musician",0.22144890207386725
Naomi_Scott,20293,singer,0.2420530116957534
Kenan_Thompson,20288,musician,0.22112071217008977
Choi_Siwon,20271,singer,0.07221208770548984
Chris_Crocker,20260,singer,0.5007312748233383
Sheila_E.,20249,singer,0.6279585981096544
Reggie_Watts,20235,singer,0.17034454396944984
Lissie,20227,"singer,singer-songwriter,composer,guitarist",0.35908233848621385
Rain_Phoenix,20223,musician,0.2520376266742112
Riff_Raff_(rapper),20214,rapper,0.20785169869010184
Coolio,20179,"musician,rapper",0.19212576745258464
Gary_Barlow,20171,"singer-songwriter,musician,record producer",0.11104428799562834
Ashanti_(singer),20170,"singer,singer-songwriter,composer,musician,songwriter",0.16291659716650836
Kacey_Musgraves,20157,"singer-songwriter,composer,record producer",0.4585145577336617
Aliz%C3%A9e,20157,singer,0.11955480776901298
Kate_Micucci,20119,"singer-songwriter,musician",0.15163948492230003
Captain_Beefheart,20109,"singer,composer,musician,saxophonist",0.1497701138813583
Cassie_Ventura,20083,"singer,musician",0.16071227607850536
Donny_Osmond,20073,"singer,singer-songwriter",0.23240772488140546
Roberto_Benigni,20016,"singer,composer",0.26410324037128374
Pete_Burns,19997,"singer,composer,singer-songwriter",0.3240323702280819
Lead_Belly,19995,"guitarist,singer,musician",0.29046488029745765
Bebe_Neuwirth,19987,singer,0.2046894239518795
Jackie_Evancho,19967,"singer,musician,opera singer",0.2932966052622497
Hwang_Chi-yeul,19964,singer,0.3254242447768149
Mike_Dean_(record_producer),19961,record producer,1.0324131841988036
Gina_Gershon,19959,singer,0.14151828305020384
Skylar_Grey,19957,"singer-songwriter,guitarist",0.1205359786747043
Sonu_Nigam,19930,"singer,composer",0.3458404028203351
Gotye,19927,"musician,singer-songwriter,singer",0.10066464019433022
Engelbert_Humperdinck_(singer),19912,singer,0.15105271683188617
Herb_Alpert,19888,"trumpeter,composer,conductor,songwriter,jazz musician,record producer",0.26448219722643473
John_Entwistle,19886,"singer-songwriter,bassist,guitarist,hornist",0.17874090473727816
Sean_Kingston,19840,singer,0.12652349839583676
Richard_Ashcroft,19836,singer-songwriter,0.4290308364938642
Adam_Ant,19818,"guitarist,singer",0.3185263836202901
Kelly_Osbourne,19817,"singer-songwriter,singer",0.17346918658436647
Tori_Amos,19812,"singer-songwriter,pianist,composer,musician",0.12806807418618374
Johnny_Winter,19807,"guitarist,singer,singer-songwriter,record producer",0.2900259545603435
Haylie_Duff,19782,"singer,musician",0.29082880134683126
Jay_Sean,19779,"singer-songwriter,singer",0.1131454919958712
Rivers_Cuomo,19764,"guitarist,singer-songwriter,singer,composer",0.2002225240174476
Yoon_Eun-hye,19762,singer,0.08424076045855096
Rosemary_Clooney,19751,"singer,jazz musician",0.2503086966063208
Lacey_Sturm,19711,"musician,songwriter",0.2687190970898898
Taeyang,19687,singer,0.06480460716940539
Miranda_Sings,19666,singer,0.16362694257699226
Jermaine_Jackson,19658,"guitarist,singer,musician,singer-songwriter",0.16880831332932422
Ilaiyaraaja,19647,"singer,composer,musician",0.3334355511728782
Richard_Chamberlain,19643,singer,0.2915550214229047
Adrienne_Barbeau,19635,singer,0.28978459692267927
"Desi_Arnaz,_Jr.",19598,musician,0.33909253831506425
Cashmere_Cat,19596,"record producer,musician,disc jockey",0.7062864302341066
Lance_Bass,19591,"singer,musician",0.1572729446697344
Iwan_Rheon,19573,"singer,composer",0.1400050806491202
Shirley_Bassey,19561,singer,0.16714271971586908
Matt_Stone,19507,"singer-songwriter,composer",0.14753045041048565
Avan_Jogia,19500,singer-songwriter,0.1352659694117258
Joey_King,19500,singer,0.17254013960101308
Tony_Kanal,19496,"musician,record producer,guitarist",0.4120561477526065
Saul_Williams,19482,"rapper,musician,singer,composer",0.40262567035182967
KRS-One,19481,"rapper,musician,songwriter",0.16717422593309747
Arnold_Schoenberg,19467,composer,0.15131570725336066
Stephen_Stills,19463,"guitarist,singer",0.20294851059043464
Conchita_Wurst,19409,singer,0.13319865770581957
Tim_Armstrong,19397,"singer,songwriter,record producer",0.5570353260126375
Sixto_Rodriguez,19389,"singer-songwriter,singer,guitarist,musician",0.16868393889068412
Cher_Lloyd,19378,"rapper,singer,singer-songwriter",0.10224980807589035
Wayne_Knight,19366,singer,0.173046443397349
Sandy_Duncan,19361,singer,0.8032745001251852
Wayne_Brady,19359,singer,0.24668392696368968
Paul_Stanley,19351,"musician,singer-songwriter,record producer",0.15008728967705798
George_Clinton_(musician),19346,"singer,musician,songwriter,record producer",0.22343221252011672
Alesha_Dixon,19322,singer,0.14470116807041622
Aesop_Rock,19296,"rapper,musician",0.2734843286085581
Scott_Stapp,19256,"musician,singer,songwriter",0.2086512819203986
Daryl_Hall,19254,"musician,singer",0.22749411650017465
Jim_Nabors,19248,singer,0.3962609261562672
