en_wiki,requests,occupation,logvar
Chester_See,3723,singer,0.32784168234159844
Ashley_Argota,3721,singer,0.41101692382440513
Patrick_Doyle,3721,composer,0.41177412091094434
Sonny_Stitt,3721,"saxophonist,jazz musician",0.5801443133677651
Blake_Lewis,3720,"musician,singer,singer-songwriter",0.4842798417918716
John_Rutter,3720,"conductor,composer,choir director",0.43880467840115783
Jeff_Schroeder,3720,musician,0.44947890903240917
Harry_Judd,3718,drummer,0.5112801104966684
Rajesh_Roshan,3718,composer,0.47435024000142545
Kang_Ji-young,3718,singer,0.34177031191389556
Astrix,3715,"disc jockey,composer",0.7371701958611963
Robbie_Rist,3714,singer,0.48744287422252863
Uncle_Murda,3713,rapper,0.700994310649466
Rod_McKuen,3713,"singer,composer",0.3790249349323154
Inva_Mula,3712,"singer,opera singer",0.5018755840142279
Geeta_Dutt,3712,singer,0.4224418209018105
Kanna_Hashimoto,3711,singer,0.5318384904423958
Bill_Anderson_(singer),3711,"singer,singer-songwriter,songwriter",0.5424650950828718
LP_(singer),3711,"singer-songwriter,composer",0.4423439243126534
Ekin_Cheng,3709,singer,0.33822697863016693
Yuzo_Koshiro,3709,composer,0.37557237043563746
Luigi_Cherubini,3708,"composer,conductor",0.6919155118603955
Justin_(singer),3707,singer-songwriter,0.37949022264861976
Chuck_Leavell,3706,pianist,0.44064752970578375
Don_Dokken,3705,"singer,guitarist",0.4012672672436709
William_Basinski,3705,composer,0.45607665381404416
Kim_Hill_(soul_musician),3704,"singer,songwriter",0.3159672072623054
Eldon_Hoke,3702,singer,0.3920547282451
Angela_Gheorghiu,3701,"singer,opera singer",0.46876942504156827
Reshma,3699,singer,0.40915699339818545
Yukimi_Nagano,3698,singer,0.36057623025536095
Sara_Watkins,3698,"composer,singer,fiddler",0.46049369278021113
Jaye_P._Morgan,3697,singer,0.49974280989271935
Claudia_Lee,3697,"singer,singer-songwriter",0.3949351354419886
Lim_Kim,3697,singer,0.3372819788634243
Ana_Gabriel,3696,singer-songwriter,0.5111464979532345
Jona_Weinhofen,3695,"musician,singer",0.3570654399758275
Chris_Farlowe,3694,singer,0.4107511480899651
Liv_Kristine,3693,"singer,singer-songwriter",0.4076759647940987
Large_Professor,3693,"rapper,record producer,disc jockey",0.4109167074542053
El%C4%ABna_Garan%C4%8Da,3692,"opera singer,singer",0.43849924805738844
Tal_Bachman,3692,"singer-songwriter,singer",0.3859175053401743
Megumi_Han,3689,singer,0.37828059232311456
Don_Moen_(singer),3688,"singer-songwriter,singer,composer,record producer,violinist",0.35782665165173116
Ray_Thomas,3688,singer,0.46569904519688604
Mikl%C3%B3s_R%C3%B3zsa,3688,"conductor,composer",0.47602589922577243
Joanne_Catherall,3687,singer,0.39126797565349647
Brix_Smith,3687,"singer-songwriter,singer",0.5932328098848927
Natasha_Negovanlis,3686,singer,0.4510793914416873
Kaliopi,3685,singer,0.526361721399866
Vince_Taylor,3684,singer,0.45522982548999597
Natalie_Mendoza,3684,singer,0.42631850647341735
Christopher_Boykin,3684,musician,0.4880887209359643
Andreas_Kisser,3683,"songwriter,record producer,musician,guitarist",0.38746471133854615
Tammy_Grimes,3682,singer,0.3678254892229571
Tommy_Page,3682,"pianist,singer",0.5105238832374536
Kenny_Aronoff,3682,musician,0.407598103759592
Kevin_Cheng,3682,singer,0.3727232834762163
C%C3%A9cile_McLorin_Salvant,3681,"singer,jazz musician,songwriter,composer",0.8481701985895765
Hironobu_Kageyama,3681,"singer-songwriter,singer",0.37439404956592354
Joi_Lansing,3680,singer,0.5002293894955111
Sonny_Sandoval,3679,"singer,musician,rapper",0.3608222529373005
Martha_Wainwright,3678,"singer-songwriter,singer,musician",0.40874611392594284
James_P._Johnson,3677,"composer,pianist,jazz musician",0.6060743527254754
Kelly_Jones,3676,"singer-songwriter,singer",0.472429776792323
Donnie_Iris,3675,musician,0.5538431435861565
Michael_Franks_(musician),3675,"guitarist,bajista,songwriter,jazz musician",0.38887390792189863
Giacomo_Balla,3674,composer,0.4612321272315379
Jim_Jacobs,3674,composer,0.7884988309937081
Serhat_(singer),3673,"singer,record producer",0.5843110878137592
Ferry_Corsten,3673,"record producer,club DJ,disc jockey,composer",0.3710261975256097
Millie_Jackson,3671,"musician,singer-songwriter",0.4209011545937627
Jerry_Allison,3667,musician,0.7988449869938673
Bonnie_Bramlett,3666,singer,0.4333960849636565
Tom_Paxton,3666,"singer-songwriter,singer,musician,guitarist",0.43857098786056065
Bebel_Gilberto,3665,"singer,jazz musician",0.47187451649075424
Andr%C3%A1s_Schiff,3662,"pianist,conductor",0.41636709481657985
P._Susheela,3661,singer,0.5198544408682622
Alec_John_Such,3661,musician,0.38581947815507917
Ella_Chen,3659,singer,0.30005330249891066
"Abraham_Quintanilla,_Jr.",3659,singer,0.5435105772812425
Napoleon_(rapper),3659,rapper,0.4060095124029028
Patricia_Morrison,3659,"bassist,singer",0.39610011244613286
Rudy_Vall%C3%A9e,3658,"bandleader,conductor,singer",0.534758189014953
Little_Boots,3657,"singer,singer-songwriter",0.4015960026305214
Danna_Garc%C3%ADa,3657,singer,0.4595987266007615
Junichi_Masuda,3656,composer,0.5801708434490014
Jandek,3656,"singer,singer-songwriter,composer,guitarist",0.46364080089945003
Peter_Ho,3655,singer,0.34908379959814384
Melba_Moore,3654,"singer-songwriter,singer,composer",0.5322007091121657
Eduardo_Ver%C3%A1stegui,3654,singer,0.4836994830383862
Bob_Crewe,3653,"composer,songwriter",0.40460675023000003
Oliver_Riedel,3652,bassist,0.3935429324111442
Janine_Jansen,3651,violinist,0.39427722461970327
Katelyn_Tarver,3651,"singer,singer-songwriter,composer",0.3586839993633196
Niall_Breslin,3651,singer,0.6451262832916154
Rowland_S._Howard,3651,guitarist,0.4563720351994713
Inon_Zur,3650,composer,0.4098764878136758
Trip_Lee,3649,rapper,0.4433109580737503
Chino_XL,3649,"musician,rapper",0.4231840309400415
Jax_(singer),3649,singer,0.5694958874588079
Syleena_Johnson,3647,"singer-songwriter,singer,composer",0.41793184412238543
Krysta_Rodriguez,3646,singer,0.37198644394672536
Stacey_Kent,3645,jazz musician,0.44228787163434957
Ayesha_Omer,3644,singer,0.44623649485794675
Steve_Hillage,3644,"guitarist,composer",0.4548252455045747
Devin_the_Dude,3644,"musician,songwriter,rapper",0.44350531754323314
Burning_Spear,3642,singer,0.45061284956886055
Ezio_Bosso,3642,"composer,conductor",0.732879987052824
Kevin_Rowland,3641,singer,0.3901820856311656
Arthur_Honegger,3641,composer,0.3551614396653096
Big_Syke,3641,rapper,0.34365310405263905
Billy_Paul,3640,singer,0.39161942279812006
Phil_Woods,3639,"saxophonist,bandleader,conductor,clarinetist,composer,jazz musician",0.4116298416091504
Daniela_Sea,3639,"musician,guitarist",0.39832545312337725
Al_Jean,3638,musician,0.4453151079936209
Robin_Finck,3637,"musician,guitarist",0.3518289143740718
King_Tubby,3637,record producer,0.4163192080104712
Martin_Barre,3637,guitarist,0.42888897108717644
Jimmy_Ruffin,3635,"musician,singer",0.4930987236540189
Danielle_Bisutti,3635,"singer-songwriter,composer",0.3991589349929743
Sung_Si-kyung,3635,singer,0.307137240054674
Mitsuko_Uchida,3634,"pianist,composer",0.41063560981410224
Sido_(rapper),3633,"rapper,musician",0.5442091462386056
Crystal_Kay,3633,singer,0.4477905409756167
Eri_Kitamura,3631,singer,0.30488478515906337
James_Young_(American_musician),3631,"singer,musician",0.4425436955669503
Keke_Wyatt,3631,"singer-songwriter,composer",0.509871895996817
Medina_(singer),3630,"singer-songwriter,singer",0.6123178140336883
Mickey_Deans,3629,musician,0.45618529684089554
Jon_St._John,3628,singer,0.3882563221036997
Savant_(musician),3628,"disc jockey,record producer,musician,composer",0.4124128908985425
Tom_Robinson,3627,"singer,disc jockey",0.4770372469092342
Whitfield_Crane,3627,singer,0.3893840289012125
Nitin_Sawhney,3625,"musician,record producer,composer",0.4588369877892398
Alodia_Gosiengfiao,3625,"music artist,singer",0.37270332867303124
Nigo,3625,disc jockey,0.41093869514480286
Gertrude_Lawrence,3622,singer,0.4144564295151586
Frank_Marino,3621,musician,0.3858981074188733
Tom_Johnston_(musician),3621,"singer,singer-songwriter",0.40590001180285573
Cassie_Steele,3621,"singer,musician",0.37854601290342005
Peter_Christopherson,3621,musician,0.3556293808289554
Conrad_Lant,3621,"singer-songwriter,bassist",0.43841783460650385
King_ov_Hell,3620,musician,0.4470141143076074
John_Miles_(musician),3620,composer,0.5546994346489549
Jeremy_Spencer,3619,"guitarist,singer-songwriter",0.4104279290759553
Una_Healy,3616,"singer,guitarist,composer",0.49928482251692546
Matt_Doyle_(actor),3615,"singer,singer-songwriter,composer",0.4125165880433498
Erlend_%C3%98ye,3615,musician,0.4348060766628083
Edyta_G%C3%B3rniak,3614,singer,0.5295187190988855
Jan_Akkerman,3614,"guitarist,jazz musician",0.3753478580427536
Sammi_Cheng,3613,singer,0.38202463570033324
Francisco_T%C3%A1rrega,3613,"guitarist,composer",0.38283210548179725
Phoebe_Snow,3612,"singer-songwriter,singer,composer,songwriter,guitarist",0.4227932283675794
Larry_Heard,3611,"club DJ,musician,disc jockey",0.6724402299791895
Craig_Chaquico,3611,jazz musician,0.6137955625306981
Rina_Nakanishi,3610,singer,0.36126906928818314
Julia_Fischer,3610,violinist,0.35958362535167193
Yoon_Jin-seo,3610,singer,0.3261184102445908
Bebe_(singer),3609,singer,0.4440532456353964
Andy_Fraser,3607,"musician,guitarist",0.41911741966630994
Rufus_Thomas,3607,singer,0.3998492916801617
Khia,3606,"musician,rapper",0.4095416512262029
Jon_N%C3%B6dtveidt,3604,singer-songwriter,0.41327370403538294
Anita_Doth,3604,singer,0.39567349447238875
Jeff_Mills,3604,"club DJ,disc jockey",0.40429518402221903
Kyoko_Fukada,3603,"singer,musician",0.42821570433514466
Bibio,3603,"musician,record producer",0.44154041042496817
James_Honeyman-Scott,3602,"musician,guitarist",0.47130899327455716
Ricky_Bell_(singer),3602,singer,0.5798886142448331
Ryan_Dusick,3599,musician,0.3009901023403413
Dale_Winton,3599,disc jockey,0.6099296758352267
Asaf_Avidan,3599,"singer-songwriter,musician,singer",0.45792501092989524
Megumi_Ogata,3599,singer,0.31586488472997654
Kim_Mitchell,3597,singer,0.5085996932196845
Sam_Phillips_(musician),3597,"singer,musician,songwriter,singer-songwriter",0.43124882650091384
Dan_Barker,3596,"musician,pianist,songwriter",0.4373865128413089
Stuart_Zender,3595,"bassist,jazz musician",0.4238652120188171
Witold_Lutos%C5%82awski,3595,"composer,conductor",0.3647598091449168
John_Garcia_(singer),3595,singer,0.4095741381632801
L._Subramaniam,3594,"conductor,composer",0.5628054916088161
DJ_Rashad,3593,"disc jockey,musician",0.42281931792087596
Shawn_Lane,3592,composer,0.40458639222770487
Joshua_Radin,3592,"singer-songwriter,musician,guitarist",0.38234919370807346
Sam_Rivers_(bassist),3592,"bassist,musician",0.3283766949244304
Ben_Webster,3591,"saxophonist,composer,jazz musician",0.34249501764427986
Abdel_Halim_Hafez,3588,singer,0.42274944241705886
Mick_Jones_(The_Clash_guitarist),3588,"guitarist,musician",0.4275804854531637
Gordon_Moakes,3586,guitarist,0.49559293395709253
Jessica_Cauffiel,3586,singer,0.4421724759357664
Mike_Post,3585,"composer,songwriter",0.3922478505824047
Paul_Hester,3585,musician,0.3553477186879179
Jim_Brickman,3584,"singer-songwriter,pianist",0.39607561963529136
Morton_Feldman,3584,composer,0.39830666076136817
Kazuya_Kamenashi,3584,"singer,musician",0.3757500851613335
Roberto_Alagna,3583,"opera singer,singer",0.4118584319183185
Stephen_Pearcy,3582,"singer,composer",0.46470191873353406
Adam_Schlesinger,3582,musician,0.43082931822680426
Ben_McKee,3580,musician,0.4629539982164735
Mily_Balakirev,3579,"composer,conductor",0.38806596922105535
Meytal_Cohen,3578,drummer,0.39942522102375294
Susan_Anton,3578,singer,0.4692859381412937
Tom_Thacker_(musician),3578,"singer,guitarist",0.35836589420489784
Bradley_McIntosh,3577,"singer,songwriter",0.5264517322078166
Andy_On,3577,singer,0.4420123731425032
Qri,3577,singer,0.33311881349413436
Leslie_Harvey,3576,guitarist,0.41964883313661094
Sammy_Cahn,3576,"composer,songwriter",0.4757472913501033
Otto_Knows,3575,"club DJ,disc jockey",0.499875205848784
Caleb_Shomo,3575,"singer,record producer",0.4101396099666687
Dave_Abbruzzese,3574,"drummer,musician",0.41048667017070173
Kangnam_(singer),3574,singer,0.3520589314206667
Renata_Tebaldi,3573,"singer,opera singer",0.43610134992112015
Fink_(singer),3573,"singer-songwriter,songwriter,disc jockey",0.4456444841902356
Mike_Chapman,3573,"record producer,singer-songwriter,composer",0.38842839185695843
Hans_Raj_Hans,3572,singer,0.39571291093445965
Young_Maylay,3571,rapper,0.41745036020017123
Rittz,3570,rapper,0.4111698796462932
Suzie_Plakson,3570,singer,0.49084023125739706
Kenji_Kawai,3568,composer,0.42091344119415813
Ted_G%C3%A4rdestad,3565,singer,0.9629088912158499
Jesse_Cook,3564,"jazz musician,musician,composer",0.49989138702498287
Richard_Brooks_(actor),3564,"singer,musician",0.44042661504791214
Betty_Who,3563,singer,0.3749498795702609
Rekha_Bhardwaj,3562,singer,0.4052729128736775
Sarah_Jarosz,3562,"singer,mandolinist",0.5100482782571615
Dom_Kennedy,3560,"songwriter,rapper",0.38700388985251455
Poli_Genova,3560,singer,1.2619410151097055
Ryan_Cabrera,3560,"guitarist,singer,musician",0.3937401862739579
Henry_Cowell,3559,composer,0.3236287944660314
Kazunari_Ninomiya,3559,"singer,songwriter",0.3577118613399426
Hans_Zhang,3557,singer,0.37517134048777445
Marco_Banderas,3557,singer,0.3487400117031922
Iveta_Mukuchyan,3556,"singer,musician",0.6331905058798666
Jena_Irene,3555,"composer,singer,singer-songwriter",0.5088503824714122
Dougie_Payne,3555,musician,0.4493980878858657
Tim_Rice-Oxley,3554,"pianist,composer,musician,guitarist",0.3931085967753284
Marcella_Detroit,3554,"composer,singer-songwriter,songwriter",0.3979929048994726
Michelle_Shocked,3552,singer-songwriter,0.527818029849115
Angela_Chang,3550,singer,0.5095814026314216
Jos%C3%A9_Jos%C3%A9,3550,"singer,jazz musician",0.4889574326591436
Rosie_Vela,3549,"singer,singer-songwriter",0.4812416218920118
Dick_Smothers,3548,composer,0.5901184513955681
Stephin_Merritt,3548,"singer-songwriter,musician",0.4324948991659665
Johnny_Mandel,3548,composer,0.4684122137614473
Brett_Dennen,3548,"singer-songwriter,musician,guitarist",0.44723063080588366
Cameron_Mackintosh,3548,record producer,0.3654061349706764
Chali_2na,3547,rapper,0.38662561006438023
Linton_Kwesi_Johnson,3547,singer,0.43497111515133474
Robin_Bengtsson,3547,singer,0.8664629348108921
Lori_Black,3547,bassist,0.48349959047463487
Sally_Taylor_(singer-songwriter),3546,"singer,composer",0.5061701743403665
Lil_Twist,3546,rapper,0.405446397352646
Jeff_Gutt,3545,singer,0.3382473296839571
Shagrath,3545,"singer,musician",0.35907456423167294
Bobby_Fuller,3545,"singer,songwriter,guitarist",0.4433463314141849
Little_Louie_Vega,3544,disc jockey,0.747765822505657
Chrissie_Fit,3544,singer,0.4248514465197833
Yazz,3544,"singer,songwriter",0.4606272353124623
Ian_Hill,3544,"bassist,musician,guitarist",0.3764711138963179
Chris_Poland,3543,"guitarist,jazz musician",0.3965714035577839
Rydel_Lynch,3542,"composer,singer-songwriter",0.42117917455535564
Jay_Ferguson_(American_musician),3542,"musician,film score composer,singer",0.4509275121632289
Dennis_Davis,3539,musician,0.4536838476347831
Scott_Putesky,3539,musician,0.4007452358122638
Paul_Arthurs,3538,"guitarist,musician",0.39217726385846013
Nick_Menza,3538,drummer,0.3728567263766792
Abdullah_Ibrahim,3537,"composer,pianist,jazz musician",0.42097717279038116
Adam_Wakeman,3537,musician,0.3955666890766464
Mona_Marshall,3535,singer,0.42258603706843134
Lhasa_de_Sela,3534,"singer-songwriter,singer,musician",0.43718439729865216
Bernard_Fowler,3534,"singer-songwriter,singer",0.6636237713478943
Jimmy_McShane,3534,"singer-songwriter,singer",0.3675100017452508
Blossom_Dearie,3534,"pianist,singer,jazz musician",0.46722949876598896
Osmani_Garc%C3%ADa,3530,singer,0.5044288287709355
Fatman_Scoop,3528,rapper,0.4057862687771205
Bonnie_Pointer,3527,musician,0.6076650127896246
Mick_Harvey,3525,"guitarist,singer,composer",0.3659084846114442
Narsha,3525,singer,0.29365207253270403
Charlie_Pace,3524,guitarist,0.407392184565573
Dorothy_Provine,3524,"singer,musician",0.4101879916306092
Mike_G,3523,rapper,0.4001622660700595
John_Illsley,3522,"bassist,guitarist",0.3884673867576726
Linda_Ulvaeus,3521,singer,0.44510131096063554
Leonor_Watling,3521,"singer,musician,songwriter",0.48194933916884336
Alan_Freeman,3521,disc jockey,0.5816654671309925
Shlohmo,3520,musician,0.3775068928942891
Bill_Champlin,3520,"composer,singer,songwriter",0.4472888016517419
Mickey_Madden,3516,musician,0.3236785475257944
Jack_Vidgen,3516,singer,0.44971147675893536
Terry_Glaze,3516,singer,0.4618136646824987
Toto_Cutugno,3516,"singer,singer-songwriter,composer,songwriter",0.40162601734272724
Miki_Berenyi,3516,"singer,guitarist",0.45222507399396855
Justin_Broadrick,3515,"musician,composer",0.40687866373108383
Chuck_Comeau,3515,drummer,0.49519106870292434
Trentem%C3%B8ller,3515,disc jockey,0.44850422331233347
Tate_Stevens,3513,singer,0.3214008097935846
Salvatore_Adamo,3512,"singer-songwriter,singer,composer",0.4886415016425306
Basia,3511,"singer,jazz musician",0.43393568599558907
The_World_Famous_Tony_Williams,3510,"singer-songwriter,songwriter,composer",0.5309332246366328
Teddy_Geiger,3510,singer,0.3807058544845086
Mark_King_(musician),3510,"singer,composer",0.3757181944941673
Haruomi_Hosono,3509,singer-songwriter,0.37170494076945826
Eric_Wilson_(bassist),3508,musician,0.4652364022994277
Stephen_Duffy,3505,"singer,songwriter",0.41008982903127333
Jaime_Alguersuari,3504,disc jockey,1.027353669228435
Gregg_Bissonette,3504,"drummer,jazz musician",0.48048756743621385
Marty_Wilde,3504,"singer,songwriter,record producer",0.5538794155029237
Troy_Sanders,3503,"singer,bassist,musician",0.3799879364696421
Oliver_James_(actor),3500,"musician,songwriter",0.6743288309618516
Stuart_Price,3499,"disc jockey,record producer",0.3636261856703276
Elliott_Carter,3498,composer,0.45004189964030455
Jaap_van_Zweden,3498,conductor,0.6447172367857366
Heather_Headley,3496,"singer,songwriter",0.4061747530102972
Nick_Allbrook,3496,singer,0.3599114379746898
Keith_Silverstein,3496,singer,0.3542156912601649
Mani_Sharma,3496,composer,0.48125052465112667
Toots_Thielemans,3496,"guitarist,composer,jazz musician",0.3861968202223005
Jaz_Coleman,3495,composer,0.4501465233166032
Reb_Beach,3495,"guitarist,musician",0.4064723670633926
Pierre_Schaeffer,3495,composer,0.3975263850581034
Joe_Hamilton_(producer),3495,composer,0.6597548348616347
Kim_Jin-woo_(actor),3495,singer,0.4894079829281665
Dave_Hill,3494,"musician,guitarist",0.4249488862235964
Gale_Storm,3493,singer,0.5078794415604461
Gwendoline_Yeo,3490,musician,0.3682719857621752
Lepa_Brena,3489,singer,0.505888167220134
Franz_Stahl,3489,musician,0.3384221394315948
Ronnie_DeVoe,3488,musician,0.5709003245554671
Heinrich_Sch%C3%BCtz,3487,composer,0.42242032913131045
Jimmy_Osmond,3486,singer,0.4993820273291904
Rico_Love,3485,singer-songwriter,0.47338818604844873
Michael_Lang_(producer),3485,record producer,0.5088359473320446
Maybelle_Carter,3484,"singer,bajista",0.46745832127511144
Steve_DiGiorgio,3484,"bassist,musician",0.4008577568787285
Audra_Mae,3483,singer,0.39736319874836545
Michael_Kiwanuka,3483,"singer-songwriter,musician,composer,singer",0.4327484814300631
Zazie,3483,"singer,singer-songwriter",0.503426804664606
Ron_Asheton,3482,guitarist,0.4077694524157395
Bushido_(rapper),3481,"rapper,record producer",0.46587843951482
John_Tavener,3481,"composer,musician",0.426338190440617
88-Keys,3480,"rapper,songwriter",0.36760184881868685
Meredith_Willson,3480,"conductor,composer,flautist",0.45196383320959405
Bada_(singer),3480,singer,0.3687941974241493
Phil_Keaggy,3479,"singer-songwriter,composer,singer",0.42442971417976594
T._Mills,3479,musician,0.4935033809156495
Newton_Faulkner,3479,"guitarist,singer-songwriter",0.4983107758577716
Pegi_Young,3479,"singer,guitarist",0.37174192199348943
James_Dean_Bradfield,3478,"guitarist,singer",0.4762792924734257
Linnea_Quigley,3478,singer,0.4541446842249283
Mick_Ralphs,3477,"musician,guitarist",0.45572669830155815
Oleta_Adams,3476,"singer,pianist,jazz musician",0.3783179479326364
Ceui,3475,"singer,singer-songwriter,composer",1.3026805156126462
Mark_Lowry,3474,singer,0.4375282558419676
Alannah_Currie,3474,singer,0.4324119466296174
Red_West,3473,singer,0.4093592422568856
Lee_Jooyeon,3473,singer,0.2928063948306383
J._Ralph,3473,"composer,singer-songwriter,record producer",0.8334604253439822
Ray_Gillen,3472,singer,0.3907592534741535
Dave_Koz,3472,"saxophonist,jazz musician",0.4061673597108306
Bar%C4%B1%C5%9F_Man%C3%A7o,3472,"composer,singer,songwriter",0.5943551359955296
Andy_Rourke,3472,"bassist,guitarist",0.4202498267393168
Ola_Ray,3471,musician,0.3744582364493031
Ely_Buendia,3471,"singer,composer",0.5705373503251195
Alex_Vargas,3469,singer,0.5262714804679097
Esham,3469,musician,0.3937920136195469
Roy_Hargrove,3468,"trumpeter,jazz musician",0.41199500176200243
Zucchero_Fornaciari,3468,"singer,composer",0.4253509877235712
V-Nasty,3468,rapper,0.43913884489109334
Pete_Waterman,3468,"disc jockey,record producer,songwriter",0.5245028561206574
George_Shearing,3468,"composer,pianist,jazz musician",0.3688272272694478
The_Ready_Set,3466,musician,0.4274936574222705
Suppanad_Jittaleela,3466,singer,0.38109626675538966
Isaac_Slade,3466,musician,0.3712063876450483
"Joseph_I,_Holy_Roman_Emperor",3465,composer,0.39303479331365826
Johanna_Bennett,3463,singer,0.3678788882098445
Vanessa_White,3463,"singer,musician",0.48642941189443856
Alexander_Glazunov,3463,"composer,conductor",0.38779263287994337
Mose_Allison,3462,"pianist,jazz musician",0.5411770861595968
Richard_Perry,3462,record producer,0.3968424957852388
Ana_Tijoux,3462,singer,0.3697003974318401
America_Olivo,3461,"musician,singer",0.44381029408252254
Heo_Young-saeng,3460,singer,0.5707977646915047
Troy_Donockley,3458,musician,0.4003344112308681
Susan_Ann_Sulley,3457,singer,0.40078709472666113
Simon_Gallup,3456,"bassist,guitarist",0.37260479901303944
Tsarevich_Ivan_Ivanovich_of_Russia,3455,composer,0.39849807228417194
Gary_Holton,3454,guitarist,0.5225939258565584
Mat_Osman,3454,guitarist,0.6022801885437299
Allie_Gonino,3453,"singer,songwriter,musician",0.4227034576141218
Shin_(singer),3453,singer,0.47096990254236737
Rob_Caggiano,3452,"musician,guitarist",0.4003387274627559
Plastic_Bertrand,3451,singer,0.4063972814292103
Bob_Burns_(drummer),3451,musician,0.43953975172296667
Mark_Linkous,3451,"record producer,singer,keyboardist,singer-songwriter,songwriter,musician",0.3484195533772833
Annamacharya,3450,composer,0.4891965689878302
Stephen_Lynch_(musician),3450,"composer,singer,singer-songwriter",0.46512497011094234
Jared_Hasselhoff,3449,musician,0.4009855760027151
Brian_Hyland,3449,singer,0.3847375965753837
Giuseppe_Tartini,3448,composer,0.3750513025921719
Silvia_Colloca,3448,"singer,opera singer",0.39624736640311753
Purushottam_Laxman_Deshpande,3447,composer,0.6887205706275362
Adrian_Young,3447,percussionist,0.4741522169473546
Mathira,3446,singer,0.4003319818096112
James_Galway,3445,musician,0.48129850377991534
Omar_Souleyman,3444,singer,0.4766561396607739
Dave_Kushner,3443,musician,0.4101685880015756
Daniil_Trifonov,3442,"pianist,composer",0.45101015200948646
Ronnie_Dunn,3442,"singer-songwriter,singer",0.5248153200690655
Li_Yundi,3441,"pianist,composer",0.33124863180551567
Daniel_Adair,3440,"drummer,composer,musician",0.40133221061949187
Adam_Cheng,3440,singer,0.4384821639952775
Lee_Greenwood,3439,"singer-songwriter,musician,singer",0.4603647138866435
Walter_Trout,3439,"guitarist,singer",0.4359130068577556
Russell_Lissack,3439,guitarist,0.5433849135385467
Kalabhavan_Mani,3438,singer,0.49869665484432
Natti_Natasha,3438,singer,0.5578254295406749
Leah_McFall,3436,singer,0.5306148444276928
The_Blind_Boys_of_Alabama,3436,musician,0.40692025401743986
Michael_Sembello,3435,"singer-songwriter,composer,guitarist",0.4004594678895456
Jimmie_Haskell,3435,"composer,conductor,film score composer,music arranger",0.8542493212403813
Matty_B,3435,rapper,0.38548291618591546
Deen_(singer),3435,singer,0.771641746024106
Cheryl_Lynn,3434,singer,0.37563828922645004
Kangta,3434,"singer,composer",0.29578069163224135
Bernie_Marsden,3434,guitarist,0.417505969210771
Dalal_Midhat-Talaki%C4%87,3433,singer,0.8147287352080789
Cecil_Taylor,3433,"pianist,composer,jazz musician",0.3903743171696006
Sasha_Agha,3432,singer,0.4160981055316082
Sreerama_Chandra_Mynampati,3432,singer,0.42479843793628635
To%C5%A1e_Proeski,3432,"singer,songwriter",0.5042569229850176
Baro_(singer),3432,singer,0.3292954786663281
Blind_Willie_McTell,3430,"singer-songwriter,musician,songwriter,guitarist",0.39323417533552596
Scott_La_Rock,3430,club DJ,0.42331101405873045
Li_Yifeng,3430,singer,0.39759168569212827
Warren_Cuccurullo,3429,musician,0.37795472781218165
John_Michael_Montgomery,3429,"singer,musician,singer-songwriter",0.5072600524245815
Jesse_Shatkin,3428,songwriter,0.44386111571052383
Richard_Edson,3428,musician,0.42238776745637285
Gary_Valenciano,3427,"singer,composer",0.5116329405327199
Ya_Kid_K,3426,singer,0.45346306438474476
Bombay_Jayashri,3426,singer,0.43987506068000454
Pietro_Mascagni,3425,"conductor,composer",0.46628103309339153
Ammo_(musician),3423,"musician,record producer",0.9620911911575128
Josh_Todd,3422,singer,0.44149805136846165
Ana_Popovi%C4%87,3422,"singer,jazz musician",0.4101300384999539
3LAU,3422,"disc jockey,record producer",0.4507664047502904
Adrian_von_Ziegler,3421,composer,0.46087901359379374
Ali_B,3421,"rapper,musician",0.4131173608067492
Ani_Lorak,3420,"singer,composer",0.42688795368421295
Yoon_Jong-shin,3420,"singer,composer",0.37197118281895497
Little_Jimmy_Dickens,3420,musician,0.46075280327309753
Dwele,3419,"musician,singer",0.3814422513456232
Joe_C.,3419,rapper,0.4155945357177912
Antonio_S%C3%A1nchez_(drummer),3418,jazz musician,0.48415183923731614
Rob_Patterson,3418,disc jockey,0.3512431849273748
Tony_Thompson_(drummer),3418,musician,0.3823609517926523
Shuki_Levy,3417,composer,0.41945900046465784
Raageshwari,3417,singer,0.6075424217394473
Anita_Pointer,3416,"singer-songwriter,musician",0.6231320373630583
Danny_Jones,3416,guitarist,0.5006532947015219
Christopher_Reid_(entertainer),3416,singer,0.5191943363812095
Craig_Morgan,3416,"singer,singer-songwriter",0.5077149351986445
McKenzie_Westmore,3415,opera singer,0.5240963121699425
Ross_Robinson,3415,record producer,0.38557923377222514
Les_Baxter,3414,"singer,composer,conductor,musician",0.3591395232702707
Ken_Casey,3414,"musician,singer",0.4671831796178366
Tony_Allen_(musician),3414,"songwriter,musician",0.401098166376255
Joell_Ortiz,3413,musician,0.39880896475079763
Ryan_Martinie,3411,musician,0.39414803451664526
Arthur_C._Brooks,3409,hornist,0.6071725040127787
Southside_Johnny,3409,"singer,musician",0.4237714774069383
Ulf_Ekberg,3409,"singer,songwriter,musician,composer",0.37837787243749865
Dave_Catching,3409,musician,0.5690075505934038
John_L._Nelson,3407,"songwriter,jazz musician",0.6175249573619228
Park_Myeong-su,3407,"singer,songwriter",0.3493400655479221
Alice_Pearce,3406,singer,0.5155624263795454
Bob_Forrest,3406,"singer,musician",0.429178910342974
Chae_Jung-an,3406,singer,0.36147284229431464
