en_wiki,requests,instance_of,logvar
Doc_Samson,3980,"fictional human,mutate,superhero",0.33092588134847406
Scarlett_(G.I._Joe),3978,fictional human,0.4322051839906843
Jackal_(Marvel_Comics),3977,"mutate,supervillain",0.34327554806972355
Teddy_Ruxpin,3976,fictional character,0.44301354575551105
Dawn_Summers,3975,fictional human,0.39975368211567075
Reptile_(Mortal_Kombat),3975,fictional character,0.3694160115574136
Geri_and_Freki,3974,mythical creature,0.35905747598395005
Kyle_Katarn,3974,fictional character,0.4349764428060851
Blacksad,3966,fictional cats and other felines,0.38418154677338295
Piglet_(Winnie-the-Pooh),3966,character from Winnie-the-Pooh,0.4031570682118574
Ryu_Hayabusa,3965,fictional character,0.46974883049477184
Alan_Harper_(Two_and_a_Half_Men),3964,"fictional human,television character",0.3727675854919804
Zerubbabel,3964,human biblical character,0.3787912779144719
Clementine_(The_Walking_Dead),3963,fictional human,0.43675317926203655
Faith_(Buffy_the_Vampire_Slayer),3963,fictional character,0.3804421354609372
Revanche,3963,"mutant,superhero",0.45387713034797456
Ste_Hay,3962,fictional human,0.46220453651353127
Bharat_Mata,3962,"fictional human,Devi",0.4970279292128924
Species_8472,3961,extraterrestrial from Star Trek,0.36550695016985135
Husk_(comics),3959,"mutant,superhero",0.3935165119691695
Malcolm_Reynolds,3957,"character from the Serenityverse,fictional human",0.3578511175622326
Kato_(The_Green_Hornet),3954,fictional character,0.3666102010891436
Tig_Trager,3950,fictional human,0.3783881675721912
Vashti,3949,human biblical character,0.4119220002201687
Kurma,3949,avatar,0.3792641381838829
Shocker_(comics),3947,supervillain,0.3757613540086813
Ryan_Malloy,3946,fictional human,0.7033806303679625
Tony_the_Tiger,3944,mascot character,0.46203674264585215
Paul_Kellerman,3943,fictional character,0.28668569421538587
Nathan_Young,3943,fictional human,0.3078353137702605
Count_Paris,3943,character in Romeo and Juliet,0.5005177786590547
Cumaean_Sibyl,3942,mythical character,0.4161349420553729
Adi_Parashakti,3941,Devi,0.4336220118784568
T._O._Morrow,3941,fictional character,0.35590371393851983
Michael_Demiurgos,3940,fictional character,0.5100719993507803
Spiral_(comics),3939,"supervillain,mutate,mutant,superhero",0.4186424190474313
John_%22Hannibal%22_Smith,3939,fictional human,0.4074929782621212
Kenshiro,3939,fictional human,0.365330039343622
Captain_Falcon,3938,"fictional human,game character,animated character",0.4130701073774343
Al_MacKenzie,3937,"fictional character,superhero",0.3559655668559107
Bluebird_(DC_Comics),3937,fictional character,0.30752530382011894
Captain_Haddock,3935,fictional human,0.4114878754100535
George_Wickham,3934,fictional character,0.4536699538149035
Ghatotkacha,3932,fictional human,0.47576222412629676
Mater_(Cars),3932,fictional character,0.4200807015175828
Moby_Dick_(whale),3929,fictional animal character,0.5088275321513132
Ares_(DC_Comics),3929,"fictional character,supervillain",0.3467849948958765
Dwight_McCarthy,3928,fictional character,0.3624663502812296
Ashur_(god),3928,deity,0.3718453657915907
Schroeder_(Peanuts),3926,fictional character,0.3634160383779392
Architect_(The_Matrix),3925,fictional character,0.3890749631765382
Trivia_(mythology),3925,deity,0.47290051314736703
Comic_Book_Guy,3924,fictional human,0.37813454244047484
Darryl_Braxton,3922,fictional human,0.490657203236104
Benvolio,3922,"character in Romeo and Juliet,fictional human",0.41643179176350453
Ceryneian_Hind,3921,mythical creature,0.3635473373474273
William_Adama,3921,fictional human,0.35246551813488797
Jinx_(G.I._Joe),3918,fictional human,0.6592369073089429
Thunderbird_(comics),3915,"mutant,superhero",0.4258125333109462
Steffy_Forrester,3915,fictional human,0.5074486506079238
Hadad,3912,deity,0.339838708053385
Azazel_(Supernatural),3912,fictional character,0.34658095970948405
Wynonna_Earp,3907,fictional character,0.5416024418652253
Ramiel,3906,"angel in Christianity,fallen angel",0.3713474707176246
Baroness_(G.I._Joe),3904,fictional character,0.4006130678505375
Amanda_Young,3904,"fictional human,horror film character",0.3609112726152419
Norman_Stansfield,3904,fictional character,0.35660523940037153
Asher,3903,human biblical character,0.4263797499877256
Death_(Discworld),3902,Discworld character,0.37710522136959757
Nico_Minoru,3900,"fictional human,superhero",0.42576561358097537
Wayland_the_Smith,3900,mythical character,0.38419271617553474
China_White_(comics),3898,fictional character,0.29182270753473033
Warrick_Brown,3898,fictional character,0.5146373170837912
Ro_Laren,3894,fictional character,0.44186129396145957
Daisy_Duck,3893,"fictional duck,fictional character",0.42808302492351913
Hulder,3893,fictional character,0.3844495584408717
Red_Forman,3892,fictional human,0.37614129326514434
Tommy_Atkins,3891,fictional character,0.3752003043422262
Dio_Brando,3890,"fictional character,vampire",0.351093760669718
Zero_(Mega_Man),3890,fictional human,0.3428580654906372
James_Cook_(Skins),3886,fictional human,0.3707510419709797
Milhouse_Van_Houten,3883,fictional human,0.3688495640039271
Marceline_the_Vampire_Queen,3882,"fictional character,vampire",0.3584206142301097
Radagast,3881,Istari,0.37559370246881674
Sailor_Pluto,3880,fictional character,0.3441476185119658
David_Rossi,3876,fictional human,0.43969118104977173
Marshall_Law_(Tekken),3876,fictional character,0.3133861221817886
Rosaline,3875,character in Romeo and Juliet,0.3775091362708441
Ezri_Dax,3874,fictional character,0.390617809044145
Nick_Sobotka,3873,fictional human,0.485023654189213
Grimlock,3872,"Autobot,gestalt,maximal",0.310311665350142
Lindsey_Butterfield,3872,fictional human,0.7878227670293954
Proteus_(Marvel_Comics),3869,supervillain,0.4043852603320727
Johnny_Ola,3869,fictional human,0.4568765790024397
Twelve_Brothers_in_Silk,3868,fictional character,0.3516266252689896
Richard_Harrow,3867,fictional human,0.3959773279442929
Furio_Giunta,3866,fictional human,0.36770441045451707
Honey_Lemon,3866,"fictional character,superhero",0.37087428298475444
Columbina,3866,fictional human,0.4272315084158224
Gaara,3865,fictional human,0.31558859997701927
Shriek_(comics),3864,"supervillain,comic character",0.4072277039592392
Carrie_Brady,3864,fictional human,0.7772439520322361
Gabrielle_Solis,3861,fictional human,0.35512804269455034
Rachel_Berry,3861,fictional character,0.3439933817061338
Euryale,3859,mythical character,0.36698666854003664
Korath_the_Pursuer,3857,supervillain,0.314133929996754
Echo_(Marvel_Comics),3855,"fictional character,superhero",0.30270780145272996
Jade_(comics),3854,fictional human,0.3458890270167703
Sharon_Watts,3854,fictional character,0.6126584656543396
Neoptolemus,3851,mythical character,0.3654354418560481
GoGo_Tomago,3850,"fictional character,superhero",0.3682945958422143
Elim_Garak,3849,fictional character,0.4022255794272256
Quinn_Fabray,3848,fictional character,0.33293163105717377
Valeria_Richards,3847,fictional human,0.3611376819153169
Holly_Robinson_(comics),3847,fictional character,0.3696050056487937
Doctor_Mid-Nite,3846,fictional character,0.5490882500901202
Oduduwa,3845,deity,0.6869914463136899
Larry_Lance,3845,fictional character,0.3553270083010006
Aurora_(comics),3843,"mutant,superhero",0.3828399998685912
Daksha,3843,deity,0.3758603958938856
Pandu,3842,fictional human,0.3746838038634401
Iron_Lad,3840,"fictional character,superhero",0.36110602661050345
Jennifer_Melfi,3838,fictional human,0.3333024338063147
Chrysaor,3836,mythical character,0.37467102942632763
Billy_Abbott,3833,fictional human,0.7425551412192076
Plutus,3832,mythical character,0.4288448024936212
Orthrus,3831,mythical creature,0.3727066628322792
Tony_Blundetto,3828,fictional human,0.3854474742146383
Judah_Ben-Hur,3826,fictional character,0.389685465044565
Kaurava,3825,character in the Mahabharata,0.437847669199384
Sam_Fisher_(Splinter_Cell),3824,fictional character,0.3555532268277945
Fire_(comics),3824,"fictional character,superhero",0.36926981012213717
Red_Tornado_(Ma_Hunkel),3822,fictional character,0.8367438236130268
Auric_Goldfinger,3817,"fictional human,character from James Bond series",0.3480723876043345
Francisco_Scaramanga,3815,"fictional human,character from James Bond series",0.4337804935333929
Jessie_(Toy_Story),3815,character from Toy Story,0.385122828820113
Kronos_(comics),3813,supervillain,0.3469448696700701
Mary_Marvel,3812,fictional human,0.3587394379575389
Benjamin_Miles_%22C-Note%22_Franklin,3810,fictional character,0.3807903891899575
Ka-Zar_(comics),3807,fictional character,0.3993939059060139
Laertes_(Hamlet),3804,Characters in Hamlet,0.4643003472248684
Rich_Uncle_Pennybags,3803,advertising character,0.5108474182054813
Black_Orchid_(comics),3795,fictional character,0.3444219644282543
Tamar_(Genesis),3795,human biblical character,0.4450197686286751
Rincewind,3795,Discworld character,0.4179422441302648
Kurt_Wallander,3793,fictional character,0.36047417112857855
Dejah_Thoris,3792,fictional character,0.4914432044764228
Inspector_Lestrade,3792,fictional human,0.3489070456484688
Raistlin_Majere,3789,fictional character,0.3605740191327177
Parademon,3786,fictional character,0.3392142248509803
Todd_Alquist,3785,Breaking Bad character,0.3243164235578963
Sarpedon,3783,mythical character,0.40199404109540676
Nate_Archibald_(Gossip_Girl),3781,fictional human,0.33064449949104857
Little_John,3781,fictional human,0.39285229951508827
Abel_Magwitch,3779,fictional character,0.4570185246093887
Faunus,3778,deity,0.3979699709846271
Lennie_Briscoe,3778,fictional human,0.4156992505486462
Brooke_Logan,3778,fictional human,0.48666138332151226
Alonzo_Harris,3777,fictional human,0.377437863830732
Speed_(comics),3777,"fictional character,superhero",0.33743691745537246
Proposition_Joe,3776,fictional human,0.4220917234542121
Samwell_Tarly,3775,"A Song of Ice and Fire character,Game of Thrones character,fictional human",0.3259529809692853
Livia_Soprano,3773,fictional human,0.4204917273252596
Gavroche,3773,"literary character,fictional human",0.3583092162699482
Team_Rocket_(anime),3772,fictional character,0.5042290820220486
Quasar_(comics),3771,superhero,0.3984086055228181
T-X,3770,fictional character,0.4067876297178699
Tobias_Beecher,3766,fictional human,0.4251435399389577
Maximus_(comics),3765,fictional character,0.3863592566957178
Bogatyr,3761,fictional character,0.37197260391923354
Ender_Wiggin,3761,fictional human,0.4190178339355314
Nereus,3760,"Greek sea god,water deity",0.3501494537983982
The_Goon,3759,fictional character,0.3639348405059462
Mikael_Blomkvist,3755,fictional human,0.3700157211029821
Alcyone,3753,mythological Greek character,0.36336992282377517
Silver_Sable,3751,"fictional character,superhero",0.41901985027195915
Cretan_Bull,3751,mythical creature,0.38293929437800056
Sora_(Kingdom_Hearts),3749,fictional character,0.355549316713896
Gadreel,3748,fallen angel,0.3530602366206598
Animal_(Muppet),3747,fictional character,0.4226982155142321
Felix_Faust,3743,fictional character,0.3531316784419111
Kilgore_Trout,3742,fictional human,0.42734602860766124
Erik_Selvig,3741,fictional character,0.3905136234867406
Celeborn,3739,elf,0.34847464986795
Connie_Corleone,3738,fictional human,0.4091139564389499
Lot_in_Islam,3735,prophets of Islam,0.33526668552465644
Nick_Bottom,3734,"character in A Midsummer Night's Dream,fictional human",0.4443826395287062
Renfield,3732,fictional human,0.41907131212763626
Medb,3731,mythical character,0.3799397519370035
S%C3%B3l_(sun),3730,Norse deity,0.3656532430467632
Brainiac_5,3730,fictional character,0.4152375848912378
Glorfindel,3729,elf,0.34091807761476545
Peter_Venkman,3725,fictional character,0.41080895176397275
Boxer_(Animal_Farm),3724,"fictional animal character,character from Animal Farm",0.5173374854925435
Diane_Chambers,3722,fictional human,0.3983584815512505
Rocky_DeSantos,3721,fictional human,0.46031861977901933
"Jackie_Aprile,_Jr.",3720,fictional human,0.4433896518168302
Shinnok,3719,fictional character,0.3840423866505128
Harlequin_(comics),3718,fictional character,0.3608073232625904
Carol_Hathaway,3717,fictional human,0.43626807576514515
Shantanu,3716,fictional human,0.4847807001271329
Fritz_the_Cat,3716,fictional cats and other felines,0.3929652880981317
Jessica_Fletcher,3715,fictional human,0.4140281101847391
Hugo_%22Hurley%22_Reyes,3713,"fictional human,television character",0.3387188564150222
Aegeus,3712,mythical character,0.38582704775438964
Freddie_McClair,3712,fictional human,0.3700617321883907
Janice_Soprano,3702,fictional human,0.5474815539553886
Peter_Pevensie,3702,fictional human,0.36346582137982586
Opie_Taylor,3699,fictional character,0.5216964719403576
Commander_Shepard,3699,fictional character,0.3716054413687625
Rictor,3696,"mutant,superhero",0.49061473942455414
Euterpe,3694,Muses,0.32079456558277747
Count_Nefaria,3692,"fictional character,supervillain,mutate",0.4396472293266298
Michael_Kelso,3689,fictional human,0.38958682664745353
Hugh_Jones_(comics),3689,fictional human,0.5220248472155414
Ford_Prefect_(character),3689,fictional human,0.3750182403192901
Amarok_(wolf),3688,mythical creature,0.33394015893301826
C._Auguste_Dupin,3684,fictional character,0.4281058962590472
List_of_Marvel_Comics_characters:_B,3681,fictional character,0.5378004663515443
Black_Hand_(comics),3680,fictional character,0.3394120553265408
Worzel_Gummidge,3680,fictional character,0.4288572330410358
Silas,3679,fictional human,0.35278267162507254
K-9_(Doctor_Who),3679,character in the Doctor Who Universe,0.39919516636697516
Satyavati,3674,fictional human,0.4957724561209432
Cowardly_Lion,3673,"animal character from Oz series,character from Wicked series",0.44134646786896115
Royal_Flush_Gang,3672,fictional character,0.38107704981952917
Dot_Cotton,3669,fictional character,0.6505657893833735
Inspector_Lewis,3668,fictional character,0.46435984703910343
Porthos,3665,"fictional character,literary character",0.42986019701158373
Judge_Anderson,3665,fictional character,0.3653312944562374
Marsupilami,3662,fictional animal character,0.35921901499434145
J._R._Ewing,3660,fictional human,0.4590174497196148
Xipe_Totec,3659,deity,0.47512188590400817
Birdo,3658,Mario franchise character,0.4404080679349171
Yama_(East_Asia),3656,deity,0.3259540895053765
Eddy_Gordo,3656,fictional character,0.3421061772155573
Mitra,3656,deity,0.3273101229790991
Jade_(Mortal_Kombat),3654,fictional character,0.381306962434812
Erato,3649,Muses,0.3959996729965896
Smurfette,3647,Smurf,0.43671387312951004
Del_Boy,3646,fictional character,0.5334859414312582
Noh-Varr,3645,"fictional character,superhero",0.34378321335822365
Batou,3643,fictional character,0.4090052989399928
Spot_the_Dog,3643,fictional character,0.5198798649353498
Roronoa_Zoro,3641,fictional character,0.37652914082312483
Ajax_the_Lesser,3638,mythical character,0.35304856830996695
Lauren_Branning,3637,fictional character,0.6053931089296839
Nancy_(Oliver_Twist),3636,fictional human,0.4703322553230207
Jacob_(Lost),3635,fictional character,0.3570056014324503
Jarasandha,3631,mythical character,0.4717063049934602
Karma_(comics),3631,"superhero,fictional human",0.38669440381228604
Karima_Shapandar,3631,"fictional character,superhero",0.5014973995683842
Simon_Baz,3628,fictional character,0.4048155259038729
Tombstone_(comics),3626,"mutate,supervillain",0.3939816648624102
Nick_Tilsley,3623,fictional character,0.6932866627419756
Vassago,3623,fallen angel,0.5556978255651124
Ogun,3621,deity,0.39097086986984164
Kewpie,3618,advertising character,0.4221898321456851
Wild_Child_(comics),3615,"supervillain,superhero",0.49042123277944766
Highfather,3612,fictional character,0.40847093994048905
Onomatopoeia_(comics),3612,fictional character,0.3549622156525941
Mikhail_Rasputin,3612,supervillain,0.4582539957686184
Lagoon_Boy,3612,fictional character,0.42328483411834084
M%C3%ADmir,3612,Norse deity,0.3490956126125308
Honor_Harrington,3610,fictional character,0.37662054666485234
Meliae,3608,mythical character,0.3609837438235872
Gandharva,3605,deity,0.3380078890223539
Stuart_Smalley,3604,fictional character,0.641183242701636
Suicide_(wrestling),3602,fictional character,0.3584796373441645
Malcolm_Tucker,3601,fictional human,0.41387582011851154
Dominic_Fortune,3601,"fictional character,superhero",0.631254441266379
Orochimaru_(Naruto),3599,fictional character,0.2998442294226748
Julius_No,3597,"fictional human,character from James Bond series",0.32014096782648155
Snowball_(Animal_Farm),3597,"character from Animal Farm,fictional animal character",0.4492635274731684
Commander_Steel,3597,fictional character,0.36798149496178667
Gil-galad,3596,elf,0.33948257258566605
Ming_the_Merciless,3596,fictional character,0.412748471813966
Hapi_(Nile_god),3595,"water deity,mythical character",0.5111965111248773
Father_Ted_Crilly,3595,fictional human,1.0900471883433545
Jonathan_Harker,3595,fictional human,0.38812442699857774
Bastion_(comics),3594,supervillain,0.44418191443607336
Xander_Harris,3592,fictional human,0.36976020466150367
Sage_(comics),3592,"mutant,superhero",0.3766030466774776
Horatio_Caine,3589,fictional human,0.4164209895482589
Nj%C3%B6r%C3%B0r,3584,water deity,0.38715230496634245
Fallen_(Transformers),3583,Decepticon,0.35594418866696387
Magog_(Bible),3583,"mythical character,human biblical character",0.38392724932056044
Lilith_Sternin,3583,fictional human,0.39571467508103
Baraka_(Mortal_Kombat),3583,fictional character,0.3346230804657766
Snufkin,3582,fictional character,0.4703672981562742
Sin_(Marvel_Comics),3580,"mutate,supervillain",0.4128077442896039
Tommy_Pickles,3580,fictional human,0.4557220295147207
Gr%C3%ADma_Wormtongue,3577,men in Tolkien's legendarium,0.357049022403176
Stephanie_Scully,3576,fictional character,0.6137341787717556
Athaliah,3575,human biblical character,0.47004809316844404
Lightning_(Final_Fantasy),3575,fictional character,0.31729679715563563
Kumamon,3574,advertising character,0.3769438902983218
Zedekiah,3573,human biblical character,0.3675663699105404
Denise_Fox,3572,fictional character,0.8617260060748672
Vayu,3571,deity,0.3146737081393405
Roy_Anderson_(The_Office),3570,fictional human,0.49927012009146066
Shade_(comics),3570,fictional character,0.38142476176922446
Alice_(Resident_Evil),3569,fictional human,0.3543649358105186
Lady_Jaye,3568,fictional human,0.4710290293546228
Agatha_Raisin,3566,fictional human,0.4465864998398402
Herman_Munster,3564,fictional character,0.4740116799446566
General_Wade_Eiling,3562,fictional character,0.3867201492691648
Colleen_Wing,3561,"fictional character,superhero",0.5634918869955022
Mut,3561,mythical character,0.42227502263305206
Iolaus,3558,mythical character,0.34531147352236696
Perry_the_Platypus,3557,fictional character,0.4262293324414037
Barbarika,3555,character in the Mahabharata,0.5442695773393998
Inti,3555,deity,0.4577667874212754
Eclipso,3553,"comic character,supervillain",0.3642356667120764
Mark_Hoffman,3553,fictional human,0.3623069846107091
Adam_Park,3552,fictional human,0.4904072703583184
Ronin_(Marvel_Comics),3548,"fictional character,superhero",0.34863281777993105
Koopalings,3548,recurring Mario franchise enemies,0.45257565590784726
Power_Man_(Victor_Alvarez),3546,"fictional character,superhero",0.4128690424086252
Jessica_Adams,3545,fictional character,0.33978756100916174
Meg_Masters,3545,fictional human,0.41393857245762117
Madame_Web,3543,mutant,0.42320654391288426
Tiangou,3542,mythical creature,0.7693661147782238
Namond_Brice,3541,fictional human,0.4138810565473342
Nomad_(comics),3540,"fictional character,mutate,superhero",0.4260668378091745
Chaac,3539,water deity,0.4867430780213706
Mojo_(comics),3539,"fictional character,supervillain",0.39699195563096423
Angrbo%C3%B0a,3537,Norse mythical character,0.36946366813487413
"James_Gordon,_Jr.",3535,"fictional human,supervillain",0.3542775824227051
Hath-Set,3534,fictional character,0.41351199057191335
Rodion_Romanovich_Raskolnikov,3534,fictional character,0.40684349746123766
Don_Tommasino,3529,fictional human,0.4703209194053122
Min_(god),3528,"deity,mythical character",0.42796585296846945
Renuka,3526,Devi,0.5230056613954653
Gaius_Marcius_Coriolanus,3524,mythical character,0.3991047013282331
Charlie_Pace,3524,fictional character,0.4073921845655731
Reginald_Barclay,3521,fictional human,0.5212773233215717
Herbert_(Family_Guy),3520,fictional character,0.4293284055708329
James_Norrington,3516,fictional human,0.36599992776776336
Janine_Melnitz,3515,fictional character,0.4904614027025375
Green_Knight,3515,fictional human,0.4331143317944346
Roz_Doyle,3514,fictional human,0.40271044384623245
Ken_Barlow,3514,fictional character,0.5389667006089836
Sandalphon,3510,"archangel,Angel of the Presence,angel in Christianity",0.38267844558065717
Ogdru_Jahad,3508,fictional character,0.4355120223548503
Ebisu_(mythology),3507,water deity,0.3015327397362271
Winnetou,3507,fictional character,0.43816546314051047
Joshamee_Gibbs,3504,fictional human,0.3057398210223554
Wormwood_(Bible),3502,angel in Christianity,0.4062608004732923
Horae,3500,fictional human,0.3921398792189432
Connor_MacLeod,3500,Immortal,0.41711919695240535
Justice_League_(Smallville),3499,fictional human,0.35953225668897326
Mark_Greene,3498,fictional character,0.392115423720083
"Alexander_Luthor,_Jr.",3497,fictional character,0.38515061527949396
Myriad_(DC_Comics),3497,fictional character,1.307098021779387
Kevin_Sydney,3496,"mutant,superhero",0.39915947916225836
Hope_Logan,3494,fictional human,0.5253284450315542
Pallas_(Titan),3493,"deity,Titan",0.3758337393558452
Tiger_Lily_(Peter_Pan),3491,fictional human,0.5146872789334085
Randy_Wagstaff,3491,fictional human,0.4366666177963153
Romana_(Doctor_Who),3491,character in the Doctor Who Universe,0.4302743891092143
Mii,3490,avatar,0.42515290447245163
Taranis,3489,deity,0.40635042437868346
Quick_Draw_McGraw,3486,fictional animal character,0.4821093038366744
Dhanvantari,3485,deity,0.524828822090916
Crispus_Allen,3484,fictional character,0.39651687960703574
Colonel_Kurtz,3482,fictional human,0.35957598501328536
Miley_Stewart,3481,fictional human,0.3612845803727592
Bobby_Munson,3480,fictional human,0.41478471718386967
Liber,3480,deity,0.37889117497520536
Dan_Hibiki,3479,game character,0.42937266001980273
Miranda_(The_Tempest),3478,fictional human,0.4688705378743253
Lockjaw_(comics),3477,"fictional character,superhero",0.3744875648271396
Anak,3475,biblical character,0.3711179943926253
Pyrrha,3475,mythical character,0.49098253777676787
Jules_Maigret,3473,fictional human,0.5052292479645819
Smoke_(Mortal_Kombat),3473,fictional character,0.4470145258742647
Nellie_Oleson,3471,fictional human,0.5118362029087039
Samyaza,3470,"angel in Christianity,fallen angel",0.3930963035939223
Joey_Potter,3469,fictional character,0.42696741817112427
Edmund_Pevensie,3468,fictional human,0.39730443323038384
Zapp_Brannigan,3468,fictional human,0.38900953023185775
Blanche_Devereaux,3467,fictional human,0.4906956555383602
Victor_Newman,3467,fictional human,0.5612857697069229
Phalanx_(comics),3463,supervillain,0.4365043251620739
Emilio_Largo,3463,"fictional human,character from James Bond series",0.44588009628093694
Johnny_%22Drama%22_Chase,3459,fictional human,0.44936305170800367
Catherine_Willows,3457,fictional character,0.41361779128476145
Sara_Sidle,3455,fictional human,0.4113346290231305
Kagu-tsuchi,3453,Japanese deity,0.36944819145367674
Kuririn,3452,fictional human,0.37999661529381834
Subhadra,3452,fictional character,0.4117159805811888
Dark_Beast,3451,fictional human,0.43057863633719934
Brick_(comics),3447,fictional character,0.37827559019670537
Circe_(comics),3447,fictional character,0.34448393950195777
Caelus,3445,mythical character,0.4074459093906005
Lee_Everett,3445,fictional character,0.38124130583879906
River_Tam,3443,"character from the Serenityverse,fictional human",0.3821520868655351
Ogre_(DC_Comics),3442,fictional character,0.35979849115815987
Kima_Greggs,3442,fictional human,0.4142370606825757
Fat_Bastard_(character),3441,fictional character,0.34621794202856926
"Shade,_the_Changing_Man",3441,fictional character,0.36070970327584034
Sam_Malone,3439,fictional human,0.40032470479639887
Shockwave_(Transformers),3436,fictional character,0.4352983946950114
Female_Furies,3434,fictional character,0.4875571618398982
Blackfire,3431,"fictional extraterrestrial,supervillain",0.3879688516704445
Howling_Mad_Murdock,3430,fictional human,0.421527334047328
Nabu,3429,deity,0.38064344974610825
Non_(comics),3429,Kryptonian,0.5016828604384513
Kilowog,3427,fictional character,0.34408439414402103
Marsyas,3426,satyr,0.47274846524554787
Kira_Nerys,3426,fictional character,0.42505278572150845
Robert_Goren,3425,"fictional character,fictional human",0.5297897014343895
Exodus_(comics),3424,"vampire in Marvel Universe,supervillain,mutant",0.3815194563737662
Walden_Schmidt,3424,fictional human,0.4944965623662746
Sakura_Kasugano,3423,fictional character,0.43419496599717106
Half-Sack_Epps,3423,fictional human,0.5318945718720064
Toph_Beifong,3420,fictional human,0.34520687707122905
Aamon,3415,demon,0.30426666876997316
Quan_Chi,3413,fictional character,0.3549891822065477
Ded_Moroz,3411,"mythical character,fictional human",0.4333795384993615
Annie_Wilkes,3406,"fictional human,literary character,horror film character",0.4314482179352014
Rhea_Silvia,3405,mythical character,0.4089527934885947
Zor-El,3405,"fictional character,Kryptonian",0.47423229315312454
Seth_Cohen,3401,fictional human,0.33208709028478267
Lumen_Pierce,3398,fictional human,0.38134571479085266
Barney_Rubble,3398,fictional human,0.4252575663969548
John_Jameson_(comics),3395,"fictional human,superhero",0.3775495168445906
Felicia_(Darkstalkers),3394,catgirl,0.4022228298813194
Shelob,3394,Great Spider,0.38967029844068996
Bertie_Wooster,3390,fictional character,0.4109182827371036
Rupert_Giles,3389,fictional character,0.43385186155014394
David_St._Hubbins,3388,fictional character,0.5271830343393042
Stefano_DiMera,3387,fictional human,0.5319047771631007
Kylie_Platt,3387,fictional character,0.7339921319453041
Fortinbras,3386,Characters in Hamlet,0.4572229149717355
Swordsman_(comics),3384,"fictional character,superhero",0.45495529867675316
James_Doakes,3382,fictional human,0.378510446762526
Tornado_Twins,3382,fictional character,0.42493722108676024
Nancy_Callahan,3381,fictional human,0.3571909575108234
Will_Smith_(character),3380,fictional human,0.4349436961365092
Magma_(comics),3379,"mutant,superhero",0.38320124063954264
Liquid_Snake,3374,fictional human,0.3534012571642969
Eustace_Scrubb,3371,fictional human,0.4331644370190771
Apocalypse_Twins,3370,mutant,0.37275050918358504
Asterix_(character),3370,fictional human,0.4960133121648621
C._J._Cregg,3369,fictional human,0.3839118439289032
Alex_Blake_(Criminal_Minds),3367,fictional human,0.4130971504938976
Vritra,3367,mythological serpent,0.3274168181116356
Cluemaster,3364,fictional character,0.3926123013306238
Happy_Hogan_(comics),3363,fictional character,0.40296969689979545
Genco_Abbandando,3363,fictional human,0.553512240838605
Kenshi,3361,player character,0.339912393479948
Houyi,3358,mythical character,0.4168531015222778
Saleh,3354,prophets of Islam,0.33312481766663404
Serpents_in_the_Bible,3354,"mythological serpent,biblical character",0.3784051780080748
Ice_(comics),3353,fictional character,0.39037777695008824
Sir_Purr,3353,mascot character,1.0391154990614806
Sally_Brown,3352,fictional character,0.416140045535833
Isildur,3352,men in Tolkien's legendarium,0.38123963670152106
Friday_(fictional_character),3352,fictional character,0.4594060710660936
Finn_the_Human,3350,fictional character,0.33726620862779566
Cheese_Wagstaff,3350,fictional human,0.43106753390769253
Headless_Horseman_(Legend_of_Sleepy_Hollow),3347,fictional human,0.44183661978875777
Oliver_Twist_(character),3347,fictional character,0.42867355964618953
Jochebed,3345,human biblical character,0.3893148297361638
Hawkman_(Katar_Hol),3343,fictional character,0.36144225723457885
Pamela_Voorhees,3341,"fictional human,horror film character",0.40795492468899835
Lester_Freamon,3339,fictional human,0.3922291937722973
Darryl_Philbin,3338,fictional human,0.45782370959340607
Master_Mold,3336,fictional character,0.37167791381301984
Scream_(comics),3335,"supervillain,fictional human",0.3790168528438485
Duke_Nukem_(character),3334,fictional human,0.4010362666100595
Super-Skrull,3334,supervillain,0.38124856874723917
Edith_Bunker,3331,fictional human,0.5689118112710325
Jack_Aubrey,3327,fictional character,0.4415591594328188
Mahavidya,3321,Devi,0.4294804620957482
Anya_Corazon,3319,"fictional character,mutate,superhero",0.35074167061021627
Phorcys,3318,"Greek sea god,water deity,mythical character,Chthonic",0.44850987465589476
Feluda,3318,fictional character,0.5035085652999975
Chris_Griffin,3317,fictional human,0.4115203782319594
Top_(comics),3317,fictional character,0.3621769454967592
Goomba,3316,recurring Mario franchise enemies,0.4176109058545965
Regina_Mills,3315,fictional human,0.44766092972703636
Sebastian_Moran,3313,fictional human,0.3816037483320662
Graviton_(comics),3312,"fictional human,mutate",0.3968143711001069
Oshun,3310,water deity,0.4575002565681868
Blaine_Anderson,3309,fictional character,0.34249355900154443
Teresa_Lisbon,3307,"fictional human,television character",0.4066797532429236
Cadfael,3307,fictional character,0.40480342291514715
Infinity-Man,3307,fictional character,0.37049603283322685
Roland_Daggett,3306,fictional character,0.39134832225560995
Major_Force,3305,fictional character,0.3480578100923431
Manasseh_of_Judah,3305,human biblical character,0.4003799573914598
Misha,3305,mascot character,0.3700163058945945
Ironhide,3305,"Autobot,maximal",0.3973964444750277
Ghost_(Hamlet),3304,Characters in Hamlet,0.48102885968771175
Atargatis,3304,water deity,0.3621154878761555
Obelix,3303,fictional human,0.5084893420856073
Kim_Bauer,3302,fictional human,0.3674766751410502
Jason_Wynn,3302,fictional character,0.7798998499274217
