en_wiki,requests,instance_of,logvar
Amelia_Shepherd,11527,"fictional human,television character",0.3062107934416232
Felix_the_Cat,11516,fictional cats and other felines,0.20045374380391118
Snow_White_(Disney),11504,fictional human,0.17279926306390803
Zatoichi,11432,fictional character,0.18692091786902182
Goddess,11421,deity,0.1752622541740472
Amadeus_Cho,11404,"fictional character,superhero",0.19908823648968058
Moon_rabbit,11383,mythical creature,0.2827394451638931
Eos,11363,"goddess,Titan",0.22863568038445592
Dean_Winchester,11350,fictional human,0.16717464191635728
Bilbo_Baggins,11349,Hobbit,0.1888635129489272
Mina_Harker,11335,fictional character,0.20432626851158492
Mr._Darcy,11328,fictional character,0.16363304766032538
Leroy_Jethro_Gibbs,11318,fictional human,0.25556107561040353
Tommy_Oliver,11311,fictional human,0.27424539729908426
Walter_Mitty,11304,fictional human,0.26523680774276065
Yakub_(Nation_of_Islam),11299,mythic humanoid,0.4225340926211029
Fenghuang,11296,mythical creature,0.14911033958309233
Fredo_Corleone,11294,fictional human,0.32705149535114686
Young_Justice,11285,fictional character,0.245512675580063
Rocket_Raccoon,11275,"fictional character,superhero",0.16947977787287008
Naruto_Uzumaki,11274,fictional human,0.1514928447109962
Ariel_(Disney_character),11273,fictional character,0.1720011759843398
John_Munch,11268,fictional human,0.2763048208062857
Gideon,11259,human biblical character,0.18334349204835146
Raj_Koothrappali,11258,fictional human,0.17500213377357332
Shredder_(Teenage_Mutant_Ninja_Turtles),11253,fictional character,0.2159320653966027
Betty_Draper,11243,fictional human,0.2807623451836633
Samuel,11232,human biblical character,0.20904535634790852
Qui-Gon_Jinn,11231,fictional character,0.20204405317632404
Iago,11228,fictional human,0.26368993059009216
Cassandra_Cain,11202,fictional human,0.1734442859086831
Belphegor,11177,demon,0.14800692503497698
Minnie_Mouse,11169,fictional character,0.28484810223364365
Leonard_Hofstadter,11144,fictional human,0.25198558694210127
Miss_Marple,11143,fictional human,0.2730977204435989
Big_Boss_(Metal_Gear),11138,fictional character,0.16965113898281753
Silver_Samurai,11133,"supervillain,superhero",0.23225788137758607
Elizabeth_Bennet,11130,fictional human,0.2218369656966873
Admiral_Ackbar,11119,character from Star Wars,0.2409517289103235
Doctor_Octopus,11119,"fictional character,mutate",0.1862040109412495
Calliope,11116,Muses,0.2310696130941332
Yondu,11115,"fictional character,superhero",0.23104862271875304
Br%C3%BCno_Gehard,11107,fictional character,0.47527288985721794
Jade_Emperor,11105,deity,0.2662741707544663
April_Ludgate,11090,fictional human,0.27756921504678295
Blake_Tower,11084,fictional character,0.46999513011026495
Jigsaw_(Saw),11065,"horror film character,protagonist,fictional human",0.19041256891915823
Crazy_Frog,11053,"fictional frog,advertising character",0.16644421863677913
Japanese_dragon,11052,water deity,0.1559438557520937
Antinous,11030,deity,0.2604259848876192
Neith,11025,"water deity,mythical character",0.22317267996251527
Claire_Underwood,10994,fictional human,0.2259155341779403
Mason_Verger,10989,fictional human,0.26105564234219425
River_Song_(Doctor_Who),10971,character in the Doctor Who Universe,0.20157186957690107
Viper_(Madame_Hydra),10882,supervillain,0.29978816602420094
The_Infinity_Gauntlet,10882,fictional character,0.2163480697052096
Ned_Stark,10873,"Game of Thrones character,Game of Thrones character,fictional human",0.1723517268272325
Erin_Hannon,10855,fictional character,0.3132348725625401
Nu_(mythology),10851,"water deity,mythical character",0.24020042691844118
Sol_Invictus,10841,solar deity,0.17931263633722275
It_(character),10838,"literary character,horror film character",0.3848592721331714
Samantha_Mulder,10824,fictional human,0.24819192121644001
Bhishma,10811,mythical character,0.3593382026890143
Electra,10803,mythical character,0.24612347881956997
Huitzilopochtli,10787,deity,0.320877439687872
Link_(The_Legend_of_Zelda),10779,"fictional character,game character",0.2509167327486286
Izanagi,10778,Japanese deity,0.15153556121039374
Galahad,10777,fictional character,0.19019098507875112
Crimson_King,10772,fictional character,0.5514068663287229
Riddick,10757,fictional character,0.34444507330903923
Rachel,10753,human biblical character,0.16060050008997762
Charlie_Chan,10751,fictional human,0.3742538853162669
Tiresias,10744,mythical character,0.2840875459528924
Atalanta,10713,mythical character,0.21556299958052513
Alan_Scott,10707,fictional character,0.23441157768960472
Grand_Moff_Tarkin,10707,fictional character,0.23572687000147063
Cammy,10704,fictional character,0.3502550621736116
Themis,10695,"Titan,goddess",0.1953702104559434
Elena_Gilbert,10691,"fictional character,vampire",0.15624728902439083
Mithra,10680,deity,0.1414137593922705
John_Rambo,10676,fictional human,0.18321100877173338
Ashwatthama,10666,character in the Mahabharata,0.5304568247123392
Chronos_(comics),10660,fictional character,0.21156439208375902
Huntress_(Helena_Bertinelli),10633,fictional character,0.15692665528181737
Abraham_in_Islam,10633,human biblical character,0.17558733712339983
T-1000,10621,fictional character,0.20334113041142193
Superboy-Prime,10610,"supervillain,Kryptonian",0.18669137043344625
Pam_Beesly,10610,fictional character,0.308283340970416
Stringer_Bell,10608,fictional human,0.2229672551171802
Vega_(Street_Fighter),10600,fictional character,0.2974731584925051
Anu,10599,deity,0.16426164257858034
Scrooge_McDuck,10593,"fictional duck,funny animal",0.19311218562143473
Hulkling,10587,"fictional character,superhero",0.21383133604592713
Snake_Plissken,10580,fictional human,0.23871129522499343
Theon_Greyjoy,10579,"A Song of Ice and Fire character,Game of Thrones character,fictional human",0.1804884056976317
Batman_(Terry_McGinnis),10570,fictional human,0.1607177687069005
Leslie_Knope,10565,fictional human,0.29918901662151465
Arizona_Robbins,10552,fictional character,0.28089222592773205
Trickster_(comics),10537,fictional human,0.2636299513273384
Arachne,10521,"fictional character,mythical character",0.2311771109743695
Lawrence_Kutner_(House),10512,fictional character,0.18861243636390015
Iris_(mythology),10497,"Greek deity,goddess",0.3383245809597514
Shub-Niggurath,10493,"fictional character,Cthulhu Mythos deities",0.15611409680175145
Legolas,10490,elf,0.1418585468259684
Ichabod_Crane,10485,fictional character,0.24933306897545143
Buck_Rogers,10472,fictional human,0.24322742449315293
Clark_Kent,10462,fictional character,0.18305940479054053
Solid_Snake,10453,"fictional character,game character",0.15855226868014907
Speedy_Gonzales,10449,fictional character,0.22995037390603446
Shabnam_Masood,10447,fictional character,1.217938881235353
Owen_Hunt,10444,fictional character,0.2875761413351232
Vegeta,10433,"fictional character,antagonist",0.19090436705848307
Effy_Stonem,10429,fictional human,0.20940894120956638
Hypnos,10424,Greek deity,0.23579942834652884
Randall_Flagg,10414,fictional character,0.28577067114551374
Murdoc_Niccals,10413,fictional human,0.16228222813691323
Inari_%C5%8Ckami,10412,kami,0.1797386054432107
Shaggy_Rogers,10400,fictional character,0.2203898560398472
Brigid,10391,water deity,0.6359961185248315
Man-Bat,10389,"fictional human,supervillain",0.17161447082040251
Olivia_Pope,10385,fictional human,0.30155724775721116
Peter_Clemenza,10385,fictional human,0.3337432754879899
Lisa_Cuddy,10372,fictional human,0.19644455103313965
Melisandre,10368,"Game of Thrones character,A Song of Ice and Fire character,fictional human",0.37740335260959246
Cruella_de_Vil,10359,fictional human,0.28379056711625106
Robert_Langdon,10357,fictional character,0.161967911074603
Invisible_Woman,10344,"superhero,mutate",0.21547506773091532
Anti-Monitor,10334,fictional character,0.2152758143605151
Donna_Troy,10327,fictional character,0.1814754756260743
Foghorn_Leghorn,10310,fictional chicken,0.35603926283109943
Draco_Malfoy,10283,wizard in the Harry Potter universe,0.17975892003374147
Linda_Park_(comics),10278,fictional character,0.20596980847911775
Richard_Castle,10253,fictional character,0.258046429853708
Sub-Zero_(Mortal_Kombat),10248,fictional character,0.20693059823064452
Revan,10223,fictional character,0.28579193794405316
Kid_Flash,10223,fictional character,0.23399109698909418
Eeyore,10222,character from Winnie-the-Pooh,0.22912065420058764
Sunspot_(comics),10215,"mutant,superhero",0.24641269296406138
Astaroth,10179,demon,0.16142522251388322
Ken_Masters,10178,fictional human,0.295016563220683
Luca_Brasi,10169,fictional human,0.31448311807899143
Inigo_Montoya,10168,fictional human,0.29077050586382275
Abby_Sciuto,10159,fictional human,0.2906828163156778
Balrog_(Street_Fighter),10146,fictional character,0.329567150687431
Arwen,10138,Half-elven,0.15278744145940512
Thetis,10133,"nereid,mythical character,water deity",0.2080192839390783
Ozymandias_(comics),10129,"fictional character,supervillain",0.2521008528142855
Byomkesh_Bakshi,10127,fictional human,0.24773958119650494
Flo_(Progressive_Insurance),10126,advertising character,0.4803688004740376
Patroclus,10126,mythical character,0.19761966587264743
Chris_Bradley,10118,"mutant,superhero",0.3346623527275804
Robin_Scherbatsky,10114,fictional character,0.14835033350249452
Cockatrice,10113,mythological serpent,0.1841220452101719
Enchantress_(Marvel_Comics),10099,"supervillain,Asgardian,magician",0.15472916870061745
Laina_Morris,10096,fictional character,0.4050063187100873
Howard_Wolowitz,10086,fictional human,0.2788054234460945
Ellen_Ripley,10071,fictional character,0.17089508706087977
Fortuna,10066,deity,0.17293089556037627
John_Carter_of_Mars,10064,fictional character,0.3158998690162493
Sideshow_Bob,10057,fictional human,0.2462197662506037
Mad_Hatter_(comics),10057,"comic character,supervillain",0.19182849868049268
Bahamut,10046,mythical creature,0.15687481006103707
Geb,10023,"deity,mythical character",0.275356929642747
Hope_Pym,10018,fictional human,0.19333883602650784
Yogi_Bear,9999,fictional character,0.2788608921665554
Peggy_Olson,9998,fictional human,0.2662475617633897
Megatron,9992,Decepticon,0.23802657663761054
Cat_Grant,9990,fictional human,0.25997292843847974
Vulcan_(Star_Trek),9984,extraterrestrial from Star Trek,0.19243342845137812
Sonny_Corleone,9982,fictional human,0.22497214382554057
Beyonder,9976,fictional human,0.18907310922044387
N%C3%AD%C3%B0h%C3%B6ggr,9950,"mythological serpent,Norse mythical animal",0.23356270077069746
Herbie,9942,fictional character,0.3825450695492416
Toyman,9931,"fictional character,supervillain",0.21295492984566228
Huginn_and_Muninn,9927,fictional bird,0.23667584803509062
Betty_Crocker,9921,advertising character,0.2610556868492466
Stryfe,9920,supervillain,0.44700220850954875
Bran_Stark,9917,"Game of Thrones character,A Song of Ice and Fire character,fictional child",0.19650851513340872
Blink_(comics),9912,"superhero,mutant",0.15574270713585583
Mister_Mxyzptlk,9910,"fictional character,supervillain",0.22768406536463207
Kratos_(God_of_War),9901,fictional character,0.1641233773781806
Sherlyn_Chopra,9890,mermaid,0.3718536990144344
The_Master_(Doctor_Who),9883,character in the Doctor Who Universe,0.23241074818507346
Hebe_(mythology),9878,"mythical character,goddess",0.2067218852555478
Nighthawk_(Marvel_Comics),9870,"fictional character,superhero",0.2545964810905247
Eddie_the_Head,9866,fictional character,0.3392055812451451
Luigi,9864,"Mario franchise character,fictional character",0.2624820472633785
Sara_Tancredi,9857,fictional character,0.19935141954195162
Ryan_Howard_(The_Office),9856,fictional human,0.3782428468751666
Rick_Jones_(comics),9823,fictional character,0.16891896156288946
Mercy_Graves,9807,fictional character,0.24118850098892977
God_in_Christianity,9801,deity,0.20316219962798848
Smaug,9796,Dragons,0.2347917238430455
Christopher_Moltisanti,9793,fictional human,0.22560195868785568
Neo_(The_Matrix),9788,"fictional human,film character",0.20490205667811692
El_(deity),9787,deity,0.16974595480378687
Prester_John,9783,mythical character,0.31034418228554667
Carrie_Bradshaw,9775,"fictional human,television character",0.20228386165714288
Vaishno_Devi,9762,Devi,0.6892175476026056
Hela_(comics),9759,supervillain,0.5520098085142098
Lot_(biblical_person),9736,human biblical character,0.1949783572878858
Aunt_Jemima,9732,advertising character,0.4769532149082064
Kimberly_Hart,9725,fictional human,0.3333316067464319
Skrull,9723,fictional character,0.2013934428163592
Avon_Barksdale,9722,fictional human,0.3419474958370204
Mandarin_(comics),9713,"fictional character,supervillain",0.227490319517175
Willy_Wonka,9710,fictional human,0.21299158311840347
Allan_Quatermain,9702,fictional character,0.31462483881369624
Jacen_Solo,9702,fictional character,0.2831317611839532
Heimdallr,9701,Norse deity,0.20450442045403244
Fred_Figglehorn,9686,fictional character,0.2492430745184403
Polaris_(comics),9685,"mutant,mutate,superhero",0.22580704781123184
Mace_Windu,9674,fictional character,0.20722873978208037
Baron_Strucker,9670,supervillain,0.1786024315599425
Leech_(comics),9662,"mutant,superhero",0.401929819713359
Genesis_(comics),9648,mutant,0.538490361963086
Himura_Kenshin,9635,fictional character,0.15844988473008778
Joan_Holloway,9631,fictional human,0.3006947635071266
Ebenezer_Scrooge,9627,fictional human,0.2375174934362701
Data_(Star_Trek),9620,fictional character,0.2268444729859362
Pyramid_Head,9600,fictional character,0.2467517822664195
Lucius_Fox,9593,fictional character,0.17522408141660203
Man-Thing,9577,"fictional character,superhero",0.315050258679161
Emily_Prentiss,9576,fictional human,0.3048053474855149
SpongeBob_SquarePants_(character),9574,fictional character,0.3910752969324558
The_Tramp,9573,fictional character,0.19542954736146192
Plastic_Man,9562,fictional character,0.2129751557808995
Deadman,9561,fictional character,0.25548627064836044
Deborah,9551,human biblical character,0.2695618475227619
Daisy_Duke,9544,fictional human,0.41983779395633164
Yoshi,9534,"Mario franchise character,fictional dinosaur",0.21817084055213962
Lakshmana,9533,deity,0.48628858726830493
Mysterio,9529,fictional human,0.2839080237586744
Horatio_Hornblower,9524,fictional character,0.23430837823998996
Guy_Gardner_(comics),9492,fictional character,0.20153599189321597
Shem,9492,human biblical character,0.18757799020938248
Nikolai_Rostov,9486,fictional character,0.8577905020863398
Huntress_(comics),9483,fictional character,0.23715935141021285
Anatole_Kuragin,9478,fictional human,0.9261814970549173
Holly_Flax,9478,fictional character,0.3607685689397536
Nicholas_Brody,9475,fictional human,0.16178527526862346
Black_Mask_(comics),9473,"fictional character,supervillain",0.1738972973411009
Jason_Lee_Scott,9461,fictional character,0.330014116084294
Amy_Pond,9459,character in the Doctor Who Universe,0.23844601387132566
Mephisto_(comics),9457,"fictional character,supervillain",0.2031875894042192
Yellowjacket_(Marvel_Comics),9452,superhero,0.1412532717088052
Princess_Jasmine,9440,character from Disney's Aladdin,0.22901878254027375
MODOK,9428,"supervillain,comic character",0.2813550109065128
Between_Scylla_and_Charybdis,9423,mythical character,0.34008316081489587
Banshee_(comics),9420,"fictional human,superhero",0.26618393837707466
Sonya_Rostova,9419,fictional human,0.922134425670244
Belle_(Disney),9418,fictional human,0.16016197090391363
Shylock,9413,fictional character,0.2379719891226702
Invincible_(comics),9409,fictional character,0.3481616098104293
Aurora_(Disney_character),9406,fictional human,0.20797180245668503
Scorpion_(Mortal_Kombat),9381,fictional character,0.20105139561241672
Agni,9371,deity,0.1507659890341498
Diana_Prince,9369,fictional character,0.2434772290475305
Lady_Shiva,9368,"fictional human,supervillain",0.1635449991543276
Father_Brown,9367,fictional character,0.39247397128375605
Salvatore_Tessio,9367,fictional human,0.5172504098956268
Omega_Red,9359,supervillain,0.2507677188116932
Radha,9355,Devi,0.21948800721186
Pope_Joan,9347,fictional character,0.24712090945579435
Tyreese,9346,fictional human,0.48763083499127835
Elaine_Belloc,9340,fictional character,0.5760169743568255
Theodore_%22T-Bag%22_Bagwell,9339,"fictional human,television character",0.1668898765394403
Cloak_and_Dagger_(comics),9339,"fictional character,superhero",0.24098101141296605
Superboy,9329,fictional character,0.19639682228381758
Simba,9328,fictional character,0.21653574122242708
Morticia_Addams,9321,fictional character,0.19773781527653028
Foggy_Nelson,9320,fictional human,0.256548471795583
Tara_Knowles,9297,fictional human,0.2623280807843624
Caliban,9293,fictional character,0.2524201209079248
Jack_Bauer,9292,"fictional human,protagonist,television character",0.17681044448105376
Ezra,9290,human biblical character,0.2267475502640809
Golden_Glider,9269,fictional character,0.16951427584089696
Ceres_(mythology),9261,goddess,0.26235193438409254
Adrian_Pennino,9250,fictional human,0.2930237591089395
Lando_Calrissian,9226,fictional character,0.21861331657157637
Clubber_Lang,9220,fictional character,0.18714718309082612
Hastur,9218,"deity,Great Old One",0.21999275716313776
Naiad,9205,"mythical character,water deity",0.22795372464176453
Aslan,9200,"fictional animal character,deity",0.22430421740239107
Roc_(mythology),9199,fictional bird,0.20409051338872194
Salad_Fingers,9197,fictional human,0.2602527864482182
Eurydice,9185,mythical character,0.26375122672276263
Piper_Chapman,9180,fictional human,0.23160783556597977
Skeletor,9175,fictional character,0.23403550258860886
Tux,9173,"mascot character,fictional penguin",0.2215843689850537
Bowser_(character),9158,"recurring Mario franchise enemies,fictional turtle",0.25594033032501323
Rubeus_Hagrid,9156,"half giant in the Harry Potter universe,wizard in the Harry Potter universe",0.2119279166833366
GLaDOS,9141,character from Portal series,0.1998715460227927
Juri_(Street_Fighter),9135,fictional character,0.4269296115503901
Bellerophon,9130,mythical character,0.2853535071971238
Aaron_Livesy,9105,fictional human,0.6345284601994544
Eric_Lassard,9101,fictional human,1.7593454856485524
Black_Lightning,9100,fictional human,0.26335178321044
Nova_(Richard_Rider),9089,"fictional character,superhero",0.19245252389614295
Mongul,9089,"fictional human,supervillain",0.3095800520685327
Daniel_(biblical_figure),9088,human biblical character,0.22703867360534455
Three_Witches,9087,character in Macbeth,0.3329566574416754
Ninth_Doctor,9084,The Doctor,0.24143755154331784
Klaw_(Marvel_Comics),9077,supervillain,0.23961514681822443
Esau,9069,human biblical character,0.21944397100746119
Gumby,9063,animated character,0.32206537782929756
Nurse_Ratched,9061,"fictional human,antagonist",0.351803772988594
Compeyson,9059,fictional human,0.8617308604672714
Dipper_Pines,9044,fictional human,0.6712942615698216
Spring-heeled_Jack,9035,fictional human,0.31901857545514645
Sif_(comics),9030,"fictional character,superhero",0.35867599489388713
Dr._Evil,9024,fictional human,0.25887636287770116
Cheetah_(comics),9018,fictional character,0.1938531952289221
Shrek_(character),9018,"fictional character,ogre",0.4986613832332893
Kratos_(mythology),9014,"deity,Titan",0.2000619354087845
Miranda_Bailey,8995,fictional human,0.33944586284851985
Stewie_Griffin,8989,fictional character,0.24499155762335173
Enjolras,8985,fictional human,0.8217211943523536
Carol_Ferris,8985,fictional character,0.2884977520172763
Bumblebee_(Transformers),8980,Autobot,0.1997738648950169
Geralt_of_Rivia,8978,,0.165173227649858
Tweety,8977,fictional bird,0.3075280487417523
Parallax_(comics),8975,"fictional character,supervillain",0.2414279359749753
Woody_Woodpecker,8975,fictional bird,0.31587429445654847
Bunyip,8973,mythical creature,0.20253051685996026
Clayface,8962,"fictional character,supervillain",0.20497391146466223
Frasier_Crane,8962,fictional human,0.2361800511383212
Baymax,8956,"fictional character,superhero",0.13809738459813745
Paulie_Pennino,8955,fictional human,0.32463869903628806
Ifrit,8948,jinn,0.1784896517638754
White_Martian,8935,supervillain,0.23560944353007632
Jaime_Reyes,8924,fictional character,0.2734425195327758
Cloud_Strife,8916,fictional character,0.22371688335637704
Bakeneko,8907,fictional cats and other felines,0.20170058011294617
Narasimha,8906,"mythical creature,avatar",0.2809075427119477
General_Grievous,8898,character from Star Wars,0.25537306471097504
Heimdall_(comics),8894,fictional character,0.2804591310390554
Vesta_(mythology),8883,deity,0.24247237641403707
Temperance_%22Bones%22_Brennan,8877,fictional human,0.24854455731577815
Amit%C4%81bha,8869,fictional character,0.18864706540788248
Yosemite_Sam,8855,fictional human,0.4211717960851964
Jill_Valentine,8848,fictional human,0.17885904014936366
Runaways_(comics),8848,fictional character,0.23844922963791784
Lucy_Lane,8841,fictional human,0.25658360515331496
Harvey_Bullock_(comics),8840,fictional character,0.22840766851546968
Tauriel,8838,character from films based on J. R. R. Tolkien's legendarium,0.17898368909291512
Metis_(mythology),8836,"Okeanid,water deity",0.26317101119336717
Ptah,8834,"deity,mythical character",0.2645513178727404
Orion_(comics),8833,fictional character,0.2119152457219626
Gamera,8815,fictional character,0.284463910898712
Russel_Hobbs,8798,fictional character,0.1809238363111898
Albert_Rothstein,8788,fictional character,0.19611866008411266
Kirby_(character),8786,"fictional character,fictional extraterrestrial,game character,animated character",0.24525846205742685
2D_(character),8782,fictional character,0.2035477592999893
Fourth_Doctor,8768,The Doctor,0.25154363917607175
Sasuke_Uchiha,8757,fictional human,0.19617060952919196
Dum_Dum_Dugan,8754,"fictional character,superhero",0.25853560047292534
Tabitha_Smith,8748,"mutant,superhero",0.5451875497430659
Sam_Winchester,8747,fictional character,0.22583788388090276
Captain_Marvel_(Mar-Vell),8735,fictional character,0.2307612663909243
Lorelai_Gilmore,8728,fictional human,0.36354848024219527
Dhalsim,8724,fictional character,0.3099452179526583
Susanoo-no-Mikoto,8711,"Japanese deity,water deity",0.213961052193834
Max_Mercury,8703,fictional character,0.5769620688812466
Preston_Burke,8696,fictional character,0.34115424661136673
Po_(Kung_Fu_Panda),8695,fictional animal character,0.257946068112688
Phoebe_(mythology),8686,Titan,0.2188098708361371
Erik_(The_Phantom_of_the_Opera),8685,fictional human,0.21727774713769382
Josiah_Bartlet,8669,fictional human,0.30858994123215566
Arnim_Zola,8665,supervillain,0.25314705647256713
Victor_Zsasz,8662,comic character,0.19176354514998048
Nucky_Thompson,8661,"fictional human,television character",0.23115876836831728
Rapunzel_(Disney),8660,fictional human,0.195921483630555
Peter_Griffin,8656,"fictional human,animated character,television character",0.2608226274936874
Jeryn_Hogarth,8651,fictional character,0.19655968807491647
Madea,8647,fictional human,0.33833372976998777
Will_Graham_(character),8647,fictional character,0.19529600820636975
Wiccan_(comics),8644,"fictional human,superhero",0.26524284866188363
Saruman,8632,Istari,0.2279346454533215
Atum,8623,"deity,mythical character",0.2321362833551453
Toby_Flenderson,8622,fictional human,0.36971944153329306
Yorick,8618,Characters in Hamlet,0.44126872524787175
Black_dog_(ghost),8617,mythical creature,0.19503337234333995
Shatterstar,8610,"mutant,superhero",0.5634231362627331
Cortana_(Halo),8596,fictional character,0.21598593632783739
Jennifer_Jareau,8586,fictional human,0.3060242408119529
Merida_(Disney),8575,fictional human,0.2109094025239191
Etrigan_the_Demon,8571,fictional character,0.22173746213377707
Moses_in_Islam,8565,human biblical character,0.2352007689078187
Nathan_Drake_(character),8561,fictional character,0.27229514043368014
The_Wombles,8542,mascot character,0.47778581362418493
Daphne_Blake,8539,fictional character,0.2712140583270457
Robb_Stark,8536,"Game of Thrones character,A Song of Ice and Fire character,fictional human",0.21701552361974702
Forge_(comics),8527,"mutant,superhero",0.34756101362953823
Hush_(comics),8524,"fictional human,supervillain",0.2377722940343498
Lassie,8519,fictional character,0.2690472781121411
Maia_(mythology),8504,mythical character,0.24684692626582788
Rory_Gilmore,8498,fictional human,0.4056408922582268
Anna_(Disney),8494,fictional human,0.20455057507184096
Rogues_(comics),8487,fictional character,0.23109633009086689
Robert_California,8486,fictional human,0.2921488661299042
Jeffrey_Spender,8486,fictional character,0.325495970845495
David_Brent,8478,fictional human,0.2246048185731086
Thunderbird_(mythology),8473,mythical creature,0.23690520325381415
Marlboro_Man,8467,fictional human,0.21342345719981834
Raphael_(Teenage_Mutant_Ninja_Turtles),8462,"fictional character,fictional turtle,fictional mutant",0.24030711169317487
Cassiel,8453,Angels in Judaism,0.2086210211791726
Laura_Palmer,8451,fictional character,0.4920360410475488
Kaine,8443,"fictional character,superhero",0.5525183717974971
Rose_Tyler,8426,character in the Doctor Who Universe,0.2546509661052286
Blair_Waldorf,8419,fictional human,0.1875661312801955
Johnny_Quick,8419,fictional character,0.5305969354065159
Dybbuk,8416,fictional character,0.24546019932950564
Fafnir,8408,"Norse mythical character,mythological serpent",0.22431865067359408
Amazo,8400,fictional character,0.18847129783944017
Giant_anaconda,8399,mythological serpent,0.22788381881416261
Diomedes,8398,mythical character,0.28971617758574214
Snake_Eyes_(G.I._Joe),8394,fictional character,0.34085096525106234
Darth_Bane,8393,fictional character,0.27031519008837757
Terra_(comics),8392,"fictional character,supervillain",0.1916445263871683
Tall_Man_(Phantasm),8389,"fictional human,horror film character",1.2230871406279349
Bronze_Tiger,8385,fictional character,0.19635014982316526
Alfred_E._Neuman,8382,fictional character,0.3667302517706943
Quentin_Quire,8377,"mutant,superhero",0.25187135358989954
Donatello_(Teenage_Mutant_Ninja_Turtles),8373,"fictional character,fictional turtle,fictional mutant",0.27882074545582813
Atom_(comics),8366,fictional character,0.18444898815419394
Birdie_(Street_Fighter),8358,fictional character,0.5384926684172621
Mercutio,8357,character in Romeo and Juliet,0.3107782142287743
Ben_Wyatt_(Parks_and_Recreation),8354,fictional human,0.3557351897257182
Bolivar_Trask,8353,supervillain,0.21451207739560807
Dazzler,8352,"fictional human,superhero",0.25013300490150325
Leonardo_(Teenage_Mutant_Ninja_Turtles),8340,"fictional character,fictional turtle,fictional mutant",0.2621705129791766
Harry_Osborn,8334,"fictional human,superhero",0.2571235159452303
Ash_Williams,8331,fictional human,0.2171128904994483
Eternity_(comics),8329,fictional character,0.2643515365374815
Andy_Dwyer,8321,fictional human,0.2958762392335292
Worf,8318,fictional character,0.2973389160169596
Bacchanalia,8316,mythical character,0.208184507363121
Zipporah,8315,human biblical character,0.24560676986117816
Yama,8306,deity,0.17305189310675353
Wonder_Man,8300,"fictional character,superhero",0.19525720336536254
Owlman_(comics),8297,fictional character,0.24097130140680426
Casper_the_Friendly_Ghost,8296,fictional character,0.2577673692279849
Harry_Bosch,8296,fictional human,0.3098221542244867
Pussy_Galore,8293,"fictional human,character from James Bond series",0.16931375621122266
Falstaff,8271,fictional human,0.2740709338895245
Oberon,8271,"character in A Midsummer Night's Dream,fairy",0.22529677721312874
Duela_Dent,8266,fictional character,0.3146534986149606
Spider-Man_2099,8260,"fictional human,mutate,superhero",0.2232473608892238
James_Wilson_(House),8247,fictional character,0.2634720551043244
Hyperion_(comics),8224,"supervillain,superhero",0.2452798232535998
Ann_Perkins,8218,fictional human,0.3231903374341883
Nien_Nunb,8218,character from Star Wars,0.6228968903901625
Green_Hornet,8216,fictional character,0.279758023068546
Francis_Dolarhyde,8216,"fictional human,literary character,film character",0.2181074006029255
Sunfire_(comics),8207,"fictional human,mutate,superhero",0.31974727634626177
Sarah_Connor_(Terminator),8203,fictional human,0.18209889558221226
Sergeant_Stubby,8202,mascot character,0.49844450435821813
Sailor_Moon_(character),8196,fictional human,0.23162693811546695
Mordecai,8193,human biblical character,0.22628435328013705
Blue_Lantern_Corps,8191,fictional character,0.22922883742141026
Misty_Knight,8182,"fictional character,superhero",0.4524607203238638
Bellona_(goddess),8153,"deity,mythical character",0.23836289915347925
Ham_(son_of_Noah),8146,human biblical character,0.20507874495174208
Hercules_(Marvel_Comics),8144,"fictional character,superhero",0.21867587030750574
White_Lady_(ghost),8139,fictional character,0.2123676889331473
Mister_Terrific_(comics),8139,superhero,0.6685993021881536
Malekith_the_Accursed,8125,supervillain,0.35712691957423676
Juliet,8123,character in Romeo and Juliet,0.2677486005744922
Beta_Ray_Bill,8118,"fictional character,superhero",0.22573057263126517
Priam,8113,mythological Greek character,0.2554304496283389
Martha_Wayne,8076,fictional character,0.20578077757560428
H%C3%A9l%C3%A8ne_Kuragina,8066,"fictional human,literary character,film character",0.7346375917893909
Nemean_lion,8064,mythical character,0.2553049817878199
Moe_Greene,8056,fictional human,0.4175734082554075
Robert_Chase,8056,fictional character,0.2143415254257506
J._Jonah_Jameson,8055,fictional character,0.21328191645108868
Bridget_Jones,8055,"literary character,film character,fictional human",0.37567145927963874
Mr._Big_(Sex_and_the_City),8050,fictional human,0.20627945660005345
Lisa_Simpson,8043,"fictional child,television character,animated character,fictional character",0.2599386639108537
Peter_Rabbit,8039,fictional character,0.28303271309865474
Golden_Girl,8033,"fictional character,superhero",0.6191430883358852
Barabbas,8029,human biblical character,0.25389608168377037
Chuck_Bass,8025,fictional human,0.2334974144945448
Hippolyta,8005,"character in A Midsummer Night's Dream,mythical character",0.2144957061154683
Doctor_Mist,8000,fictional character,0.4746847913447669
Harbinger_(DC_Comics),7986,fictional character,0.4409697811106922
Perry_Mason,7985,fictional human,0.32107523526430587
N%C3%BCwa,7983,mythical character,0.17012576963658294
Steel_(John_Henry_Irons),7981,fictional human,0.20937348765897518
Star_Sapphire_(comics),7980,fictional character,0.2062919505929301
Azure_Dragon,7978,water deity,0.23393234884086483
Dormammu,7975,supervillain,0.23553645555017516
